#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
judge,,裁判官,SzRifCI28oqKCNNRw4Cl
investment,,投資,T3ioNsn5MvMF4QWlw58t
headquarters,,本部,TAnjSLGWzFE0bV0ZFdPW
invest,,投資する,TBAEbmysbSfGgAoKWlQR
deadline,,締め切り,TIEvO5UgcU8EkDTFpaGw
spare time,,余り時間,TMh1ZPEQdD13rGm0OzCx
attentively,,注意深く,TOZi9JpfmRU1YOeY3Obo
stapler,,ホッチキス,TQbmJrYSmPl5prv9purw
conveniently,,便利に,TbMheQ05bYohp3g22uDX
careless,,不注意な,Tf8WgqfhIiRHdocAASMX
consist,,成り立つ,Ttny3X7KnXeEHPsZ4C6d
update,,更新する,TvnEOTbztxlvNBNkJgXF
workshop,,ワークショップ,U5G6Ejd5UknsTA5dNFhc
streamline,,合理化する,U6Al8t1i9DnDppGJcMBD
promptly,,迅速に,U9CNyqABVRgYoKoVVw0K
earnings,,収益,UB0mlxfJd1tq6cNjHxX9
official,,公的,UE5klM29rw93Mg1x8Gzt
search engine,,検索エンジン,UFqev9euqi2i6rr073Bf
invoice,,請求書,UKsjwcRxyLcB0WnRsfAz
refusal,,拒否,UL2gPyBYQdFUWPqYA62n
qualify,,資格を得る,UOhhHiYJGhYz6MegjMO3
courier,,配達員,URy2awPlE0NwRjSoV5Qp
venue,,会場,UVS3S9snAh58NgDd0Btp
highly,,高く,UaZP6KUUEgYQx2ymp3tS
monitor,,監視する,Ul1WMJRW5cERjdtAshIt
fold,,折り畳む,UoBS3DaioM3WvbeAKNTR
aisle,,通路,UvhK0WYvq759ZdjipYKV
premises,,敷地,V5b2xqt8YdptHDfAyh9w
parcel,,小包み,V5fZsqbymz73MQATIPFz
financial,,金融的,VAwxnEUoax0I9DXN2V7L
authorize,,認可する,VBZUwP2oRi4DsP3dA45p
flight attendant,,客室乗務員,VBptLXE0vRIbnP1Tf6yQ
pointless,,無意味な,VFvX3BtYH4iWiVW1505f
vendor,,売り手,VG8b7mahPqPmCdMI86Px
code,,コード,VGlRRd3CLAuQwM7B1wcy
enclose,,同封する,VKOwqYWCF2nTpML8uaNG
justification,,正当化,VMCt9eD75nZn795gj5GO
focus,,焦点,VR7Er4ivptVWRP1KQ3aN
withdrawal,,引き出し,VSPToKwsHZh3RQ3kgLyH
officer,,役人,VYEMojCMJFuS3AfJvrBR
unfortunately,,不幸にも,VbH7fES8S67pVoOfALbZ
improper,,不適切な,VcLX57vEc9BvRu17IAmo
reduce,,減らす,VkfAgNHhnH2rJuhXbXHh
progressive,,進歩的な,VqHHuuMQa1eUfhXOy30P
restructure,,再構築する,VsYCTmw1YRAIP0X4Cpkc
systematic,,系統的,VyX45E67D1jXwYKfgQyM
trust,,信頼,VyhjiOrqiwAF6ioWKZp9
invite,,招待する,W6WiFjMCzC7b8LzGXto0
continuation,,続き,W9WRLO6rQXJXvbWHXeZr
connect,,接続する,WFqU6PyL4yp1giEBn11k
environment,,環境,WQaaXCjWLqK4e3p5hsDr
transformation,,変容,WRhH0ZwFnAnbEIT8EeyR
supplier,,供給者,WWFosDloLi8zIGW6pFUy
delighted,,喜んでいる,WgBAVhP7GuxJKKbtsBBo
waterproof,,防水,WhrT4PfVN36M49BDgM8j
donate,,寄付する,WiPUmAa8w3aA6t4djEyJ
excursion,,遠足,WiZJxujUzYLK3bgomGlk
founded,,創立した,Wkbyt2XKnq8K7JNkQgfn
remain,,残る,WrUZwZisyk4iBT5GZ0KK
opportunity,,機会,Wwmg5FfO1BWm3XFIA82L
economical,,経済的な,WzFzUl2t9EnfEaxR5p5c
awkward,,気まずい,X0hAQx5KVS7GFOeRCOwq
tradition,,伝統,XB3FHjyECwCTcn7iX2GY
luxurious,,贅沢な,XHexPyTMGfrC49XiBtOK
appropriate,,適切,XIPIs4vn3PqBYOzhnqMM
influential,,影響力のある,XJRnT4xuqHGmMqnHHtxv
remind,,思い出させる,XMPRjnOCV461FueaQ5m0
approve,,承認する,XMUadfvBspEsoHdCqU5s
baggage claim,,手荷物受け取り所,XOmj4zoKifLNJQNRD92H
frank,,率直,XQTlJ3OLCePUc4sKQHJx
reduction,,削減,XSKbJC6CzN3gc9kQOozg
consider,,考える,XeZqO8v4tQzwpTssvMjq
bankrupt,,破産する,XfsJVQNt54Xyva9lnAfQ
repayment,,返済,Xmwq5NIITS1W3qbCQORe
handle,,取っ手,XsUARSAO31aSRiyvsldR
landlord,,家主,XuTCi4ITeXCmNdxzVw74
mileage,,走行距離,Y026Wkvih5AYeLoEAZm0
career,,キャリア,Y22ye8EwCQ9C8cH3XPqK
motivation,,動機,Y4hkqmEthO7aucCRLk6Z
administration,,行政,Y9IuMvl7DDTVlhMJTKhw
exploration,,探検,YBB7SQsWMDiXM2kCbDcF
right away,,直ちに,YBgb96KA9tBPwEI166U9
folder,,フォルダー,YGzVXd8jD4kmmH7RjUkD
bottom line,,結論,YIDczvXqkT5VP7e0h8kU
prevention,,予防,YIvBpXMcLHior2L0FfZo
range,,範囲,YLCZRFB6lbMiAz2JJ22d
zero,,零,YRnUzieZIxk0X2Olw3zU
consistent,,一貫した,YSPycgioegd9p5eOggNm
overview,,概要,YV3lWjTUPkDsqOWFmsph
comprehensive,,包括的な,YXwj0yG2HKcDFIDxJFeY
evolve,,進化する,YZXXO3sK0DLiegfDBMwc
factor,,要因,Yfqao40l0AUedeSFrq4p
justify,,正当化する,Yfttjiof90e8lCmRKFOT
principle,,原則,YgFSCPFbxpzgSOEiJnYP
inflate,,膨張させる,Yh9kYOPAqn2LB98wL60P
intently,,熱心に,Ywo9w1riJNVOKbv9qmaZ
recruit,,採用する,YyoGVTWGMOEu23C23Pyz
relaxation,,リラクゼーション、寛ぎ,Z0UlxkJOujCtF2GP2XNU
prompt,,促す,Z1eOLNVYcacEWW2QmJFY
compensate,,補償する,Z3La3ARH2gjoCizHN7C7
goods,,商品,Z4bxFGZ9VQMZMsrUKsKq
suggest,,提案する,Z5BLPrI6jCOWmihKHlwv
profit,,利益,ZEZgu4NWJy8sS7rm1iDI
commuter,,通勤者,ZIDY61hQIkMztiCuycKS
daily,,日刊の、毎日の,ZRMyAR4rlBF4h52hZapP
coverage,,補償、報道、網羅,ZgBzhzcZ9Nyl0jU66ivg
launch,,発射,ZgqoM5U3rFCm0lQK5Tbw
recipe,,レシピ,ZhVPSDI5snSwrFwahaoR
justice,,正義,Zixtr6rl6SJlp3QtFreR
enthusiastically,,熱狂的に,ZnmPLvDSPUXHSxuLAR5S
enterprise,,企業,ZpVrF21KPs84MZBUmiax
inclined,,傾いている,ZplBNGSr6ZGfaEksWdla
branch,,枝,Zpm74DaEaMRgPWItiJzN
major,,主要,Ztlx3BF8RU9pgf3h2Wfm
transit,,通過,ZtolYLZjeOXcNhyPN1cA
vacant,,空き,a4hA8ir90nDwOEHKw5hc
meeting,,会議,a5HRDk4Y4Z0F7BS2XWLI
narrow,,狭い,aDEl5nZ4ODKmcqtH8YxC
inquiry,,問い合わせ,aEyIpzOXUbAobpEXgPxO
service,,サービス,aINtlTAEP75DEZW8YGnW
knock,,叩く,aJTDhpuhkDLeRUX7xo8Z
regularly,,定期的に,aK8K8nGJPXFnKmJCwjJL
mention,,言及する,aNB46XVMvSghnYinenG3
attract,,惹きつけます,aPItdkmWVUrhcJ3jJNWy
insurance,,保険,aS3MZhOBu0gUg76ahrWt
theory,,理論,aXERftbiI5qk9fZOS6aD
admit,,認める,aaNFZceumLliT1rEzrLk
closure,,閉鎖,adYac4OaHf5Z40mMKb3s
corporate,,企業の,ahNJvSHzYC19naDX2kmS
yearly,,年ごとの,ar7bXM552b1oJ24A5h4b
input,,入力,arBUIV1apaXL366coBoY
further,,更に,atBRM6TFMHgOZPSYG6Ax
secretarial,,秘書の,atETSVN0v5258AqnwPtH
memorandum,,覚書,axIC241oko3u0ltoTwei
supply,,供給,b2v0ykMjIQj6ydg2q6mF
continual,,続きのある,bBsG2jWVl9MWFmDv5tF9
immediate,,即時,bF4V5Rc3g8kbkjhBOkIm
drastically,,劇的に,bHELuQDk5V4kS1LsRfgc
sightseeing,,観光,bHHy47K04c10DRYBCMm3
highlight,,強調する,bIR2YtTmkMfGysS1kKX6
withdraw,,引き出す,bMWB6ToFubhcGMhaVXBq
motivate,,動機付ける,bNRnUg1890mEydlVozER
represent,,代表する,bQHL1PbfcBcVt0N0hzsu
item,,項目,bQcsMa3VwfA8EUPaQRMP
engineering,,工学,bZ79T1bp5xlAsOhRfjVf
venture,,冒険,bamSBy6kWAivOLKXCrkk
area,,区域,bbNYsQrePa9DynaJJlDK
medical,,医学的,bcje64ftYRvPb9f05Ae0
employee,,従業員,bcwbex2n4NIhV01yjxoS
income,,所得,bhOPnQWSexcKBUCmCKMN
tower,,塔,bi2s6clRsBxU0AAnpF6G
application,,応用プログラム,biJdrJq32MtBnoIaHVKg
agenda,,議題,bnwp0KaRzvqnuzbZTUmK
mortgage,,抵当貸付,boIqbBmH9At0oracyGL2
questionnaire,,質問票,bvHPk3AlSBGS9C4ogWwG
insure,,保険を掛ける,c4riZRixeQY1LSizySFG
cell phone,,携帯電話,c70PGP02dVxZdWsWDzGk
detailed,,詳しい,c7ufrcZrLenR7FPV5j55
hesitate,,躊躇する,cAjYBexBnauVHuhSyWWa
permission,,許可,cDE7hUsuCWwTwW46d9yx
concern,,関心,cTb2kOV4GATuFCv5TPPx
temporary,,一時的,cWbswlyudhj2BPJ9eYli
distinctive,,独特な,cYUQTqunpG9sbz9I4ov0
device,,装置,cbDIuXJDTpX68hoz9ePJ
advanced,,高度,cetu9iRvpANVQ3vkHoNh
apply,,適用,chGrgm8u7Tbb37VgKwoF
backpack,,背負い袋,cjD5kiBPX39gkA2O5lVy
shortage,,不足,cko8fuH8sObWjNQdTcPo
knowledge,,知識,cky4ZMHDZHCvfQ7KVXvC
ability,,能力,coq4CALdN2Ve1mIwEIuV
compromise,,妥協,cwsj6MNYozcsO6Ff6gQw
agree,,同意する,cyAsJSyIpgSdz45oLJgD
assume,,仮定する,cz7jQCjrFEBGHem71WoP
recommendation,,勧め,d11C6PPVGwgCBudtv2CR
appreciate,,感謝する,d3hqUdQfGzA5GIHOUpGe
advantageous,,有利な,dCPWq9OdM8IajxYL1TqS
economy,,経済,dCuXy5DKcwvwyqbOA4S2
tax,,税,dHAhL41I80kQgqRtYkhM
understand,,理解する,dIZ8AQ1bIVOGWg0ZmthV
profession,,職業,dLkDVvaX4P0iCh80vYbg
elderly,,年配いの方,dLsbio6ql2wYQP7QXflH
basic,,基本,dNrgvJOOC4YusYdgekg5
solar,,太陽の,dRVM6ZcFA3fKeOxGGgfF
individual,,個人,dVR4RezBjf2WTXYoVJaG
relax,,リラックスする,ddjgLaYX9jeKfG25fCUg
rival,,競い合い,dfkLdy6X4TcURhjyfDto
technical,,技術的,dqlII8grq8EFfnZskNQ0
renovation,,刷新,dr3SbToJBgI1XTm6YAKc
dismissive,,冷淡な,drvTIHOAfpcQWyWTHkFX
schedule,,予定,dsmbWmeeenAuPPAZKlSf
varied,,様々な,dyFqTWrML7xjpM0p8ElE
contribution,,貢献,e0yYotQ37gbrFskSMcVZ
confirmation,,確認,e4gT03efsTxVW1hI6V8b
interview,,面接,eA57hWXBTpR4kUrBQ6GO
marketing,,マーケティング,eAnV90DYhLes1FV67Ypl
book,,本,eCZvrJIC4fL1qoV0Cidg
appetizer,,前菜,eEtmEVu9UUyZrIXCZMSO
function,,機能,eF7jm8NkM0l32ie30lpC
prefer,,好む,eNoTw4yzb1N01otE4QSi
refrigerator,,冷蔵庫,eRBCtdD7vpRlTMixa4n4
expensive,,高い,eVGQARugtXVKNlvhvBdn
opinion,,意見,eW4jkwLLQOPvwX9Wdly9
dessert,,デザート,eWIrLxyTZFGJg3XA082z
credentials,,資格情報,eakcFlytJGJxgOXK3gZ8
worth,,価値,ejCvK0OaaWc4cm1Ci3S8
repetitive,,繰り返しの,enir6lBA9lDKFjLaop0C
detail,,詳細,esFS8TZBIeVQ9spN9RG6
grievance,,不満,eut3YdAYFlc0oWpiHQiy
resign,,辞める,evtgj1M448XVJjYD3WnC
homepage,,ホームページ,f12hP26oMQrAeeOprRdD
seminar,,セミナー,f1bmSlrSV8TIJPjSMHNt
amusing,,楽しい,f4MKDbnSl1fYsUkgu7Ix
warranty,,保証,f4OQ8T9iIB1W9Aga6Huk
limited,,限られた,f743FQxgvkiCoQ6mjwvS
transportation,,輸送,fI2Y6XKl7mnTnjXB6Si9
coworker,,同僚,fLddyIToyQQYIiEdPMkN
display,,表示する,fUBMJO1Rmul34DFGII6M
force,,力,fVnDvCZn7049NMIljpKI
maintenance,,維持・整備,fYX7JpRqbXhvMgRrr6dM
sharp,,鋭い,fh2fcX4BlKvTJWvvxT3f
ambitious,,野心的な,fjxRlRqaKvvVB442T6mF
electrical,,電気的,fnuxGfJDM57l91dGMrxU
tourist,,観光客,ftj0IHa0753ZVHZLaVdQ
determined,,決心した,fwLXnT4eHdkIaviegR7E
fluctuation,,変動,fzvmAP9j3pJBJZ1iwyNc
stadium,,競技場,g0jh2qH4r1sWT3cVdpTI
credit,,信用,g5b1IoTyfrEuMGiVMnd5
vacation,,休暇,gAb1xOlenQ6CEfVOuiv3
sale,,特売,gCrunlQvBaIViXIFrWkq
attach,,取付け,gImeGRZNwvz3eliQImKF
youth,,青春,gSQGL45gtJr7VC2VBymC
defective,,欠陥のある,gff9TvkEQa7vhNJDuCxO
demonstrate,,実演する,gl7sxloYbtx5L3XoMHoK
advise,,助言する,gpAxT1sZvWUAgYVw6lxR
performance,,演奏,gs6pWjy1E0O6JFwq1Bab
utility bill,,公共料金,gskduoKLxaryrgqTlXqt
goal,,目標,h2ofgRZePcHQUvKwcUa9
discussion,,議論,h8OWsMhRnRPoyZiLcXwB
chain store,,連鎖店,hAEUyr9xJbQ1KYPcXFte
enthusiastic,,熱狂的な,hCGN7VtnOgGMyTtvCzGQ
bank,,銀行,hCkskYphmlYWqKyafdC7
compatible,,互換性のある,hDAlkUCXRrkQzXmnwyAv
reasonable,,妥当な,hEDRE5oCW4zrIllk4iLM
obtain,,得る,hEwOTaYep5IrnWUBngcB
suspicious,,疑わしい,hGy9JcfqsMyQLRZmRY1c
intention,,意図,hJPEeWmYew9OZA2ZJb4O
act,,行う,hNnIQkg4b7RxoiNZlDum
discrimination,,差別,hRlymoeRmVppfCXQQJdH
experienced,,経験のある,hSLK3NlZOJWeYoBYelTv
conduct,,行う,hT9Mxk0NsLRIrSvGLLxY
discuss,,議論する,hTa2drv0hbMvbrP7OCDE
wage,,賃金,hXLWn5SE5SATVXILpxJv
fundraising,,資金調達,hbjm3RhvDUfEk0a39mSl
report,,報告する,hbyqUlncX0lqgWjwze6m
owe,,負う,hnYNO35peCfldS21nlZp
reserve,,予約する,hv3fQQRZfjRRoTu3Fdm2
considerable,,相当な,hySODFANxrUQyaAqnquY
optimistic,,楽観的な,hz6kmn7UxXNu3FsLERh5
finance,,金融,i4tDBNL8OZTGryjvHEAC
poll,,世論調査,iANIxWyI2RptYiH40OKX
predictable,,予測可能な,iBwaIliMhSOyb1BE2RnQ
advertise,,広告する,iCyR10oT3hE0xA7xjaJZ
mechanic,,機械工,iGlMBuus2Jxk8KmFi8A7
win,,勝つ,iH4zG9FW3Tbvwi9Yz7Cw
broaden,,広げる,iIxtjGh4w7gBvqbuBeM1
relevant,,関連する,iK3yxJfbulalMgAXoD0V
assemble,,組み立てる,iXDvtKAQPwQOLiQeFhbj
boast,,自慢する,iXasSyovYS9HDkBMpCdF
persuade,,説得する,idJqYcxfmJNhy40BCTwU
review,,レビュー,ihxXWe7eTcdHitNYgzrd
promotion,,昇進,iiwCUWopQrnymNO8Kkos
argument,,議論,ikWpdKzPdeXDLiNnFlbI
passenger,,乗り客,ikr0S2zgsFcVFLNUlawv
profile,,横顔／プロフィール,iqUkebsMXurCs5tevEX4
boardroom,,重役室,j2VWf0tJt9t5VaUYJWpE
require,,要る,j3O7tqLKJGixtYqSnvbH
advantage,,利点,j3eQCJsUNhjnxtyjtT81
anticipate,,予期する,jAtOCdnmymYuKvD23zao
remittance,,送金,jK03deZJbtNK4nktyuOe
fuel,,燃料,jPGIcrePVlTkmdoKfhOA
depend on,,依存する,jVWpduYtsfQhSldsbUCH
subscription,,購読,jVYXZGKjC14Qa7jUauqd
disposable,,使い捨て,jXnFtMWx01eOkwwbzOwp
harmful,,有害な,jdvPd5x7QeZhx6n4SK6e
tourism,,観光旅行,jgPvwnEup9ysuBLcMq3L
equivalent,,同等の,jxxiwrnRRaVBeaV06qd0
factory,,工場,k0ofpcJ5SFeQ1AoU3w5n
designate,,指定する,kB8MP5w17qipMWIprcbZ
notice,,注意する,kHzK7SpogsF70ECL5Hcd
spectator,,観客,kJ0DmJZ8DPX1OEfMKJ9S
nomination,,指名,kJULphc0F5dQPHwwc8lL
pessimistic,,悲観的,kKfMmQx5QjSGcMFtEVHj
brand,,銘柄,kNrKhEis5sL8HAxKqDZj
fail,,失敗する,kPTLZW1nhHsifNhb9hw1
convince,,納得させる,kTdd25VtPTIyNtONsBNC
various,,様々な,kYlKVXCEDoUbSGYQLAVm
enroll,,登録する,kci2lKu6wIZkIlftFtms
respectable,,立派な,kiIfBm0O4cK9brmdhqNB
boost,,増幅する,kjZKQVJ59R7ZQ2AxOS8x
raise,,上げる,kpmNCRo35AokWDOlRQYZ
famed,,名高い,ktX4TMcIuftxeiML17gZ
comparable,,比較可能な,kuyi38mljnlPVOcrJTYI
software,,ソフトウエア,l1DPoex58jy6zrpJWRHo
emphasize,,強調する,l2KTve8LnhHOfk2aOb8n
chairperson,,議長,lD7lthXSp6KRoJgFxtVl
beneficial,,有益な,lEc7SjQ7N35bVocCPdBt
delete,,削除する,lFuTYkPQJPQIber9f5Ej
debit,,借り方,lP6HDHt7zLKQjS6NTd5j
facility,,施設,lSNTLWwdNU2tzzdTilDD
unspoiled,,手つかずの,lUJJR49Dl3qfSTM5jIMa
gradually,,徐々に,lZQ8Djb86r8WGPDMjdCh
publicize,,広める,lbFVG9EL5OnslQ4cJsVe
misleading,,誤解を招く,lbQ47iK98LOQTVoKTr2s
purpose,,目的,lfQUUjH7u3HBXO8eqx0D
chef,,料理人,lfty3NmcroIdxBTi0fFT
terrible,,酷い,lhFzSq5L0ix5uALXgPUm
platform,,プラットホーム,ls6KJtZhuMNkj2dOmLeg
collect,,集める,lvE61pISjqZhpI5qPlKt
consumer,,消費者,lyMPEVujP9iBcRmkpVHI
refund,,返金,m4nOZYEDBXoElasXlNff
lend,,貸す,mAl7uKTZFI150dQxYfAf
characterize,,特徴づける,mD9YrQ1I3VodKgYZEVnw
downsize,,縮小する,mGFj3Cfi1BoCthOHkte9
medicine,,薬,mHyknPSyrvW1lUCVdE8h
facilities,,施設,mMkKn7NpCQfife503eu6
present,,プレゼント,mTI4IWEFTxJSqQfzce4f
efficiently,,効率的に,mWIwB0qEeXi5qxaM2nLH
consume,,消費する,mYgbJX0rOwhsWUMxHd86
embark,,乗る,mYvt6IvP4BZzYF5Yj4oy
crucial,,決定的な,mchfX9INw5g7gkscFxBF
recognize,,認める,mvO1VU0KK8FDLjanGzsa
deduct,,控除する,mwmgH67isnNiIIGuaNhu
select,,選択する,n1B14ut5WI9ZwaCjfMr8
accessible,,利用しやすい,n1zt2p22Ci5nLevrpwgM
detect,,検出する,n364SWWMFZGg9Nv6ubVv
revise,,修正する,n4WfkqKJyxZaNN0BbahM
executive,,幹部,n5RXiXgmAh3uipBDc9RT
responsible,,責任のある,n5xp3tz2y5WcUSOGRPpD
director,,監督,n7g2Pxjuc0Omy3iy2BeZ
effectiveness,,有効性,n9hTnriGVaTDH9DXbxz9
monument,,記念碑,nC6I2hLx9GT7nxQsPioU
specification,,仕様書,nCl6TsSyElsTcL6iq8IA
cycle,,周期,nGnottVs8kQPSpYWNPov
roughly,,粗方,nQGuZ6QBteGYO27T9uOg
cruise,,巡航,nYZMft0CEUCyWjQ1JPFE
compliment,,褒め言葉,nbxUeMt9HbVannePjP3H
retire,,引退する,neI2PR7h8zJxICFxGrLt
faulty,,欠陥のある,nm1P0CWIrkYT59nAx3Ku
express,,表現する,nnjh7VFWRsGvuDNRy9VP
suggestion,,提案,nun1cMkZi8OIXKrE0Tzv
imply,,暗示する,nv3NLWQnQST55ikv5UpT
imaginative,,想像力豊かな,o08t9oob6EvLRmOqhUPA
receipt,,領収書,o39QYds4QaJnxB4oZ6FZ
hesitation,,躊躇,oAtwc7QrilGNKdTSPTIT
consult,,相談する,oAvvkPy1OianbdFE7iBj
criticize,,批判する,oCb8RkGAPgdnSaKUjBXn
confirm,,確認する,oFJgN88pTuCmfmyCmfqO
operation,,操作,oIJAY41dU2YvhfonFkHD
order,,注文,oInYStbthgbQVVeL5Rq7
expenditure,,支出,oOGsvfIoTCp5P7FlTa4l
convincing,,説得力のある,oRxoWWQJIL3IbXBXmlfs
discount,,割引き,oSbWJHZgGKIOyt7g0Nay
double,,二重,oT81X6YU1oUO45hgosUm
client,,客,oVGnuUz24yUBW5ZXTeNA
borrow,,借りる,oWvBVBVCzgCW2cFwjUYh
renovate,,刷新する、修繕する,obAJg7B8WFtEZzJg0lTY
keep,,保つ,onvpHbUNC0Se37TsZ0o7
alarm,,警報,oozsKcqCwreQDLM1mnhG
salvage,,救助する,orfpaYA7cvTDhDrmYVLq
walkway,,歩く道,ovvtR6Y9YAUoru9thaEb
capital,,資本,ozbXRRo03RtWnVsJplNG
description,,説明,p1u8ppzaxkKOMobmmble
deposit,,預け入れ,p4vgI1ahXCo9gnmvKyk6
advance,,前進する,p68hJYBXLd4PvZukZIvd
approximate,,近似の,p7cXur96EjKYSxtMkvT0
shuttle,,シャトル,pAL2VVdd0QRn2Fk1uI9K
focused,,集中した,pa1gH7zlpcJkdiq0onef
elevator,,エレベーター,pc1Zd7dMcGiCY3xqdWzK
prepare,,準備する,pcIbxDQAobJxbr8EcUol
resemble,,似る,phlK0maciRIoeYcKaA6l
steep,,急な,piQUVyLfOOLtA4bO3lDX
fault,,過失,pkDBBJQYwFl0JGzkdWIg
harbor,,港,pnVNKawcJ8INXV146F6v
invaluable,,貴重な,pne896oMrFIY6ldrZdqR
absolutely,,絶対,poFDdV2Nspn9ymqUGEAL
extension,,拡張,pyZEGLDR2Rfng6EMEjwf
enhance,,強化する,pznxnHJZYvAZlqhhCNFy
impression,,印象,q8VVZ61hFu1LdaQVhezb
brush,,刷毛、ブラシ,qJTdIJTmgxfiY2MlFeWL
guidelines,,指針,qMlIo1LkdGF5Uv7zSvjE
pursue,,追い求める,qNS8uUgD4ynDsXuDuhPF
decrease,,減らす,qP9fqcQfe23QqWOic2i9
outlook,,見通し,qW8iewiw1G8jR8otwNUA
control panel,,制御パネル,qWwzhCRAu66AdKVk99Tx
selection,,選択,qYc2w03zCQputxLXM7Co
popular,,人気のある,qcdtCfgEvU0hrpe23MFY
release,,解放する,qfYAd3LYp2CiG5QiFgln
department,,部門,qluc1l3fgF5fmMnEvVbU
accept,,受け入れる,qlxgz2o30yS9pSO4m84d
overtime,,残業,qqK3CHmbQnMzuZtjXXww
arrangement,,手配,qzYGf6fZCy64U0zR114P
accomplish,,達成する,qzetuKH3CHrphkedIiQO
tenant,,借り主,r0eVx0Ta4HhRm8pc7nTx
sample,,標本,r3zoCMLWAWeVgB66KxVZ
loyal,,忠実,r45j314jK2Hlk7gD5Sk6
estimate,,見積もり,r9oHRRpHw6FMdG3r8V06
liability,,責任,rE1igCFuv05d5mujI4nj
compare,,比べる,rGz5vsKM6XaiZ6CFgnrH
cutting edge,,最先端,rJlnCBpSb36obuknDA2w
aim,,狙う,rQFN4Opck1NKlbQK5dG3
functional,,機能的な,rTqEhvKv1bpIshJDbiZi
respectful,,敬意のある,rZGThkymraYH0ovgCpV9
browser,,ブラウザ,rbybBFyvvekDlBXnp77b
adapt,,適応する,rgOmkJYtPJQdo3s9Hzh2
criteria,,基準,rh9eDk1BsJmpZNisayyB
budget,,予算,rlkRBYigMlfa8Qvrwpl1
internship,,インターンシップ,rrsHBpbX5bRxcQksPzek
patented,,特許を受けた,ryjdKlwBzbExKid3xsP9
traffic,,交通,s0kEQZT68dknxQzZGJVm
figure,,図形,s7gON3auAN7pHr2f9gb2
expect,,期待する,sA73PY8Zi8ZvxopKvLbw
leak,,漏れ,sB1zWzJyAfKxxB0518cA
foreign,,外国の,sIuOc4T9BSelOkmsskly
refundable,,返金可能な,sJcjXLdhWGbWnmVjQQdt
shipping,,出荷,sLuXwwyDTlnl8deqULhk
staff,,職員,sRNUhiUqwZH3rOoUWlAe
growth,,成長,sSQNPqYWzjKSGR1q0zOn
vaccination,,ワクチン接種,sU5DAcajuYhxcLu7KFkE
company,,会社,slmizhmxkH8BRMosDniG
isolate,,孤立させる,smfX21ErvclN5fb6XEdN
distinguish,,区別する,snndft8wkZSUjHlVZ9kY
continue,,続く,spTi6EdSXNIXEWClyLz2
improve,,改善する,ssbdISEhdkswbs7q1IAk
power,,力,st7W3hyVgrgjDS3qx73X
lobby,,ロビー,svaO0s5cWwx6H9hCh014
bill,,請求書,t0LS54HWXMt5JlOrDJ9h
objection,,異議,t4wDBykvSSfxrAnZhmWB
unfavorable,,不利な,t59VVYhBqWyVTjXsXafC
oblige,,強いる,tACJ9LoB0GPBRXS3CUv9
repair,,修理,tBLl2pWXRSV3Lo8oJcAx
request,,依頼,tGeluNqIXOw0nAeY1mh4
transfer,,転送,tIVkNOorfRanmGrXZM7b
dish,,皿,tJKwW4AvovhH2UHFak6z
outstanding,,傑出した,tQY9YwD13OVpSeAZPPkX
intend,,意図する,tcnLLffZ5DI09NSeXGOo
comply,,従う,tem9oV6fAzMc0yLsPPvG
depart,,出発する,tfLTM6tSkfr7Q9gEjoid
regret,,後悔する,tfzBMHtYBMTNtRoh0e8Q
duty-free,,免税,tgargzEznORDEdUBEXAW
implement,,実施する,tiM7LSk4koJX24a2tjNT
additional,,追加の,tkYBCXSMTRp3GVSUgPOh
technician,,技術者,ttgydHIWzxwTje0SCGsS
cabin crew,,客室乗務員,tu7rCqy4GvPlNrZNWNsx
employment,,雇用,tydidNyjVOpSlSbxdDR2
currency,,通貨,tz8VihRRrERsCjE3COWP
unconditional,,無条件の,u9MEtfUkzMSjUA5S5oBA
head office,,本社,uBjIrQMIX5w6V8TqhJ7t
neighborhood,,近所,uCR7gmL4BRoWDRM3ZKkF
attendance,,出席,uDsqY5mAt5HXVhMjZFTN
cafeteria,,食堂,uG8Cu8TkGOpuBV2CxBU0
wastage,,無駄遣い,uHwNJJV9ZkACU1x5mkR7
tip,,チップ,uIu2GrtrfcKrK1t2Ndmj
celebrate,,祝う,uKzClAKNn7ofKRrhO0BZ
calculation,,計算,uL8UOsAhxs3WzGc80TKs
nominate,,指名する,uLZhrn4BOxLI8yFx6dVW
attachment,,添付ファイル,uNXPyZFXmgZLYdJScZ29
replacement,,置き換え,uPEvx6yiXGIPAYeIyXwK
personalized,,個人化された,uPrA3AU2fvIvHUyKbAln
lie,,嘘,uR5h7dPxMzbQMoe6yRCO
admire,,感心する,uShwqDAJmQbBfBiKcqiA
blanket,,毛布,uWJQmQFCJyLHBERzBY15
admittance,,入場許可,ueGdWPZMU3Pc8okg9Lbx
download,,ダウンロード,uepabTmgWYfcPQDQA0fZ
cause,,原因,uhNiYHLoEMNrtNcSSR3U
appreciation,,感謝,uiRJzOvMMKh0boynn8gx
switchboard,,交換台,ulTZGq6nnCuTly3hPNgy
effectively,,効果的に,umGtgFszP2yS7aViPbvW
fulfill,,果たす,up2C3ENXaoN9GdZSmLIT
joint,,関節,v1670SC1W0bUnBc2qUjZ
expand,,拡大する,v3Tb4VaO745wRP0VB4u2
runway,,滑走路,v3lwg2RTXxJktUdT3X1c
