#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
ジーンズ,ジーンズ,牛仔褲,BnBykQAGq6APvCjU7IFc
代表,だいひょう,代表,BnigcKK3re6IOSmV6e54
すれ違う,すれちがう,擦肩而過,BsvaqfHtUUBmEiblXDf5
援助,えんじょ,援助,BtN4Q9zfAXk8lVOknLsV
堅い,かたい,硬的，堅固的,Bu1Y9lAa3rlk1FOPY2j6
何で,なんで,為什麼,BuJusCDPj5OlanCSbvgo
考慮,こうりょ,考慮,BuVNC98Dsba3zEpkUyOx
減る,へる,減少,BujwiiPX6Z8Oz8GVQ0E0
睡眠,すいみん,睡眠,BxJHpW20sX6uuPIiLoHu
深まる,ふかまる,深化,BypWsXmwQiZFsVvZmEZ3
出版,しゅっぱん,出版,C1MsYd3oicJr24bcovm4
生涯,しょうがい,生涯,C38ecUipoMC40XICzMsP
悪魔,あくま,惡魔,C3VzhsX7bVGpwb6UxjTt
芝生,しばふ,草坪,C3eylztVqUbEgme9empD
仮定,かてい,假定,C6VgQjzNF3CVZRJ3rUsN
遭う,あう,遭遇,CAYJwGOZyhy3SsoCvWdM
完全,かんぜん,完全,CGCiFdlEqiV0pMy9FMWV
派手,はで,華麗、招搖、浮誇,CJVxlyYNo9fZYw0Ma5Yi
専攻,せんこう,主修,CJhezlcbMfK3Y4GQmllq
放れる,はなれる,離開，脫離，斷絕,CK95Y4tFwksARNMprb1x
のんびり,のんびり,悠閒地,CMa1GTWOTCSNghAJEMna
同僚,どうりょう,同僚,COx1CSPph8JpPtgMlrTO
悪,あく,"惡, 罪惡",CP16dWeDvhqltEXDDzSn
贈る,おくる,贈送、給予、頒發給,CUgyBk02z0P2d377kavp
演奏,えんそう,演奏,CX7dVzspnc86ORu4NjGc
破る,やぶる,撕破、違反、擊敗,CX95h3YfQNrnZIICXzzm
有機,ゆうき,有機,CXs8iwestXdvgZEXt139
管,かん,管,CZroEExGOCYJ4OeqtNX9
分かれる,わかれる,分歧、分開,Cd4ULgefprezYreTpQAf
円,まる,"圓, 日圓",CdWlptlhQfYzcTfPqlmY
穴,あな,洞,CgPWyPufnp99S1YKaH0H
注ぐ,つぐ,注入,CjTGjmLXquFnCwaKnKFr
以前,いぜん,以前,CkDcwE7agk7Z9tP7i3Ig
承認,しょうにん,"認可, 批准",Cki54HHm4tQb9Sz6jBC7
だが,だが,但是,Clgk1XsmnxN6TzAPxhQE
きつい,きつい,緊的，嚴格的，激烈的,CmoFahMENluEcgyBbozU
省く,はぶく,省略，剔除,CmrXOHkF9X8KPRGksrGJ
建築,けんちく,建築,Co7JWjUEsXKupHSwYU4w
苦しむ,くるしむ,受苦，呻吟，擔心,CqitI98zPkGA9zCIMdU6
感じ,かんじ,感覺、意思、印象,CqlCvJh6C5yuo0l0mAEY
分,ぶん,分割，部分,Cqu67rDjeQ5BQGLI0zBc
局,きょく,局,CwnOvzIl2hVDs6qVSWoz
高まる,たかまる,提高、增長、上升,CzQ6ijlu2l5hd4DAnRuZ
行動,こうどう,行動,D13W55waiazN7lMoVTTk
盛り,さかり,盛飯,D1QvAT9WY3MyG9TMivkV
哲学,てつがく,哲學,D1ecnl5uHpapnfXRNtMQ
作物,さくもつ,農作物,D2BGmOKem5S7fR3pCspe
主義,しゅぎ,主義,D2PpwaBaFlzHaBsQKJYV
保存,ほぞん,保存,D5INJpQDSOUV1vouMO4D
超す,こす,越過，通過，度過,D6lSVoDs7DT8T734eIAr
手段,しゅだん,手段,D8s5OqypO5pCi4UmYA1k
立場,たちば,立場,D9Re4W3NQ0wvA5YQ7o2O
脂,あぶら,脂,DAqypm9kAX8Wrc3S2j8F
泉,いずみ,泉,DBs9dS31mmaECk0hjT0S
舌,した,舌,DIjF2Yyo2Ja8GmgZHS9h
留学,りゅうがく,留學,DNJBShGzGqdP1pE1H3uq
大半,たいはん,大半,DQYxexydpPzDB5VGuPV8
皿,さら,盤子,DUlZ2N8FAJCY1Aimszd4
断る,ことわる,拒絕，推辭，駁回,DVQzphfLbKj60xo7hq6C
名刺,めいし,名片,DWl0XnMHePw5VT8YP7KE
予期,よき,預期,DYGHjXqTnoMddblOyik8
論じる,ろんじる,論述，討論,DYbZ3GQrk2i5nUsKOT1p
単純,たんじゅん,簡單性,DaPDP2xC1P1NJteTeNuO
灯,ひ,燈,DbfK2getBE6GwbZyig1p
したがって,したがって,因此，所以,Dd2E3nAtrKsEMmqj0zGS
祝い,いわい,慶祝,Deq4tVyCZ2OEQFhMoPJ9
石炭,せきたん,煤炭,DfT7kwGKYNlB5nbo46Gw
演技,えんぎ,演技,DfVlLzobGm7SH7faocNp
限界,げんかい,極限,DfWpSvGCcY2lX0ztwjlu
職,しょく,職,DjWHx9E9ZPvVMU3fQANJ
反抗,はんこう,反抗,Djt31FAyK3Nds5hv9Rb5
いわゆる,いわゆる,所謂的,DktGtELIKlSPWBz2w5Mm
野党,やとう,在野黨,DmBrgdZD3eK6jXTKTmAp
もしかすると,もしかすると,或許，可能，搞不好,DsopP4lTWpJ264yYyfSW
平和,へいわ,和平,DvMFpps8bqdS0Nloe6B3
粗,あら,缺陷，瑕疵，缺點,DyGCZdXPO8nTuSHnafYX
生まれ,うまれ,出生，出生地,DzBUK5I0JIH8YlZ9eGk7
問い,とい,問題，查詢,E07dikhUu1lnFwBIhIm9
磁器,じき,瓷器,E1o04qirJamhoJpmC0HT
直ちに,ただちに,立即,E4YKqJQOuy8QK4s3CVho
調査,ちょうさ,調查,E5o94YDHaJhYsZ9tEpiI
パスポート,パスポート,護照,E6u6Mi39rsXkTCzBjpz5
望み,のぞみ,願望，希望,EBEc4ziWk1yRYQDcHMv6
一体,いったい,一體,EC5mPvl9GwjZf7i5K9MP
打つ,ぶつ,打,EDvhJf5mIHhLHPTePAR6
感想,かんそう,感想,EEHo1MsqPfWLen5A7YUe
尤も,もっとも,合理的,EEsmWMeFzW9pUaqha9uU
敵,てき,敵，對手,EG9s71NfqJ8xkaaM8i7F
宝,たから,寶藏,EIXCWqRGUjKCHh1iJlQG
認める,みとめる,認可，注意，核准,ENJg1s8jccX63G4P0ttJ
既に,すでに,已經,ENesSAIjiXBFPpVOD9IS
難,なん,困難，艱苦，缺點,ENmYNDI6SL3DLjIA0FTz
能力,のうりょく,能力,ERHTfItdgArqAQdOCPbl
取り上げる,とりあげる,提起，撿起；沒收,ERsUv0aYC5VRSevH2bY6
中心,ちゅうしん,中心,ETMBcGMVL0yTcEkx7gIg
人間,にんげん,"人間, 人類",ETP04gY0pyStkLEIR3dA
祝う,いわう,慶祝,ETXAr07dwzyfLZQZYryb
現れ,あらわれ,現象、表徵、跡象,ETaqqmJFfV2IOv0oqnsN
いただきます,いただきます,我領受了。,ETj9CYjrLfoAk1U3UiyN
態度,たいど,態度，舉止,EW1IS6mdLH45gkkt2jIf
除く,のぞく,"移除, 排除, 除外",EZnI6ugvcsQRh96YHI3l
ホーム,ホーム,月台，家,EcOzisGuuXTrCCWlzQ20
案外,あんがい,意外地,EiCkjfqxwPRG0FMPHf5z
永久,えいきゅう,永久,Ek4UKfjXGstfuu8DuJF6
童謡,どうよう,童謠,ElQdeLoZnS82etMhbn6y
不満,ふまん,不滿,EnTEFGPxUesLZ3v6G2JH
半ば,なかば,中間，半途,EnzgCNDerd5jlOzWADZ4
痛み,いたみ,"痛苦, 痠痛",EqHjI99McUWAOzShKdoa
可能,かのう,可能,ErKbC0zRwdJ2meI4dg2s
世,よ,世,Ev1rvN66C0qz5n8sqRAm
明後日,みょうごにち,後天,EvYU1MWJMx8UqlgqyDcx
瓶,びん,瓶,F0XxapuckMngB8gvVqLG
日光,にっこう,陽光,F2XZAesfAntBphZf3Vjo
強力,きょうりょく,強力,F5KBKj3fLZcLSUQaE3Kl
同士,どうし,同志,F5jBEhqh0R1aYCA558IR
湿度,しつど,濕度,F73cYmm11XLHXSoqLLRJ
うっかり,うっかり,不小心，無意地,F7ee9KHrSp2LXUT6Nl9Q
付合う,つきあう,交往，與...來往,F7s3NkPV69r2nuOBDqHD
あらゆる,あらゆる,"全部, 每一個",F7yYGCUyorej9Mt2rHDt
まあ,まあ,嘛,F9I1do9xasSwXLjtWfKs
正規,せいき,"正規, 合法",FAfIne8mmCm2t3c3ZdgN
器用,きよう,靈巧,FECV7fYedKLvhIcFn8eC
割る,わる,"除, 打破",FIFp1ewqENYbHnXazmaQ
遂に,ついに,終於,FJenPHXJzj9l8crq73Fl
笛,ふえ,笛,FK8alH1nEpGk3IXkr44k
要求,ようきゅう,要求,FLc4nrpAD8TwFq4CHYiT
作業,さぎょう,工作，操作，製造,FPiefFa0ixcTPnfUuYPA
節約,せつやく,節約,FPmV5rPdUot2HicCJGYK
何でも,なんでも,任何事物,FQCMJ47C0AqS29ZVwmFQ
岩,いわ,岩,FQbmHs40hBVj1lV9U7Er
オフィス,オフィス,辦公室,FRZvhcuev8mpTTU4TgkM
小麦,こむぎ,小麥,FRg9e0uIeqiegVvPwH8c
緊張,きんちょう,緊張,FSvTVNryPcoBxo2FDhNV
マッサージ,マッサージ,按摩,FT9nLgBBXIfrh9I8ECWa
挿す,さす,插入，置入，嫁接,FaPXTxaxWR5NricLndA3
公正,こうせい,公正,FaxnqCKn74CW9K4V6IxO
対照,たいしょう,對照,FbBMZBLzuurMBbzQTewk
遅れ,おくれ,延遲，滯後,FbNVdMqfx5LRjqnvSQi7
支出,ししゅつ,支出,FdXVnPnWfJBXDwxJjoAb
従兄弟,いとこ,表兄弟,FdY6igcyTtNo7lizdOvK
公平,こうへい,公平、公正、正義,FeEB2JQI7nZIuGYidXJq
プラスチック,プラスチック,塑膠,FhFyQ9Px0QvWqy0tsIMZ
埃,ほこり,灰塵,FiHT3C7lk9451YtQJQCz
一生,いっしょう,一生,FjyV2yQpvNBflPnV5X98
団体,だんたい,團體,FlR7O5nlvLTYB8ksSlRv
裁判,さいばん,審判,FsSAVGMpv5HFcsV2YqH4
列車,れっしゃ,火車,Fu0kao40zO4gC2IouMdc
裸,はだか,裸,Fuj330azNA02Qk9ejH4c
陽気,ようき,開朗的天氣,FutSBrdxbnZIo0GcDmow
ほぼ,ほぼ,幾乎，大致上,Fv3yuDJxaQD1Do3CCRU7
混乱,こんらん,混亂,Fx8sRIXeiYgPV0ADe5Iy
検査,けんさ,檢查,G0EeF0x6pjfJFlOZurng
ヨーロッパ,ヨーロッパ,歐洲,G0KoLq64Jmh88GqWTJIB
束,たば,束,G162ziAX1smHFUT8Q3sf
画家,がか,畫家,G8Hinwsvn2lL9KyUPn8m
注す,さす,斟,GEr5DemF3AvwicZy6tYZ
申し込む,もうしこむ,申請,GG4PUhnnnYhz0oIICNOy
停留所,ていりゅうじょ,公車站,GHhPqoHoUOEF1Ao3u3Yf
住宅,じゅうたく,住宅,GIlf4oEaV984IBhELxx7
言語,げんご,語言,GJdqJIm2IN5U8MqxnHbM
像,ぞう,像,GJuvcAyuzeC3xoeBQVxD
信じる,しんじる,相信,GKlZiV7P6wyJkf8p65S8
生物,せいぶつ,生物,GLC7QaWcJjzHQUkBEo3S
精神,せいしん,精神,GMl79Zs7ARmY0mwBfZsh
連続,れんぞく,連續,GTLZ65ZDfhoH0hepidEU
製品,せいひん,產品,GTpkGkMthEDtRIREFbdl
ぐっすり,ぐっすり,熟睡,GVzqjMIYILuvYMbyMtDI
向かい,むかい,對面,GWcYH4k7hiIFDwkBk4nK
表現,ひょうげん,表現,GWusdCtBizoLxXXqkBJm
酸性,さんせい,酸性,GY6oXdgwZGjI96E8hGKa
日本,にほん,日本,GaCNloibLBsV7TTdTj8H
費用,ひよう,費用,Gaqlrw9b1vKP3R6vcNnL
方法,ほうほう,方法、手段、技巧,GbEsNutmSskzziHxxrmz
移動,いどう,"移動, 遷移",GbbfYLxW3QNnoROoKaEV
まさに,まさに,確實，的確,GdK1zGx3xphyti8jlX3J
帰宅,きたく,回家,GkBHrQKoOnxxhfwFmONl
絶対,ぜったい,絕對,Gl4hWXDvcTape8E4sH8j
アップ,アップ,上,GnsMuqAYhnZhagG7AjHv
乗客,じょうきゃく,乘客,GsBHxEeslAAflthhlpgi
州,しゅう,州,GuH34RiqLHr4BcsRsTPv
気味,きみ,傾向，稍微有...感,GuU6PlmzRF3HTEivw0jC
笑顔,えがお,笑臉,GxurMYzCHbLIyFwh5KPy
飽きる,あきる,厭倦,GzdgEY5yCk7JD0YWg54P
精算,せいさん,結算,H0VSII20CK4qU19AGdPF
弱める,よわめる,減弱,H0lEBkmnJZZzihg2KDbk
延びる,のびる,延長,H4OvCzB3VMS3DOvB5BIB
頼る,たよる,依賴、憑藉、依靠,H5oys7BOC1kXd1PCNpMQ
審判,しんぱん,裁判,H6MIh21dVACVMw3xgg2i
原,はら,原,H87y2fbMsAE2VjGavMbO
死亡,しぼう,死亡,H9vM8Pw3ytcEuAnexfVo
境,さかい,邊界，界線，心境,HD3kX0smLJn2SRV063NS
頭痛,ずつう,頭痛,HDFIR8JJq0WL3CUtwWcr
思い出,おもいで,回憶,HDWIOPs8FfiTw3Pr00IF
例外,れいがい,例外,HGHAUYC25pd0vCBJ0kIm
努力,どりょく,努力,HGmTH6qFphlJGLCq9dDz
決心,けっしん,決心,HHVFfkPeFUdQdSjtL9LI
まぶしい,まぶしい,耀眼的，燦爛的,HIY6IIV2UHQQZClM49y6
ですから,ですから,因此,HKVpRcbI3rx7ZagYw1Vy
慣行,かんこう,慣行、習慣、傳統活動,HL81WwxcdUGwpl9Qcmvx
楽器,がっき,樂器,HLNquF749ujc7uDB8LVz
届く,とどく,到達,HLpvgM7lvk2Nrg0n3dLh
股,もも,股,HMBIV597ls0GHwLC1our
碁,ご,圍棋,HX3fXHFCERVljfSa2Q1X
思想,しそう,思想,HX6bPfhijTWay6F9K2Yt
ダウン,ダウン,下,HXVsGVdNnkoGajiUuM3c
劇,げき,戲劇、劇本,HZOYXfKFU3iwQVF3Zcez
ベンチ,ベンチ,長椅,Hg9VLMNhWuHopFRR2Izg
謎,なぞ,謎語、謎題、謎團,HjMGpSBWDkD58CqjH8JB
波,なみ,波,Hk0axQGhk6Ff3USqbzYW
大使,たいし,大使,HkF39dEDYHhNpORe0f5B
評価,ひょうか,評價,HoNjTDlCc9nZTLXhtS8B
デート,デート,約會,HrCA4chYQY8evMvp8zAj
とにかく,とにかく,總之，無論如何,HsM0M20BnXrRNX6OW89O
スープ,スープ,湯,Hse02npgwNpMw3nLgjFS
無視,むし,忽視,HyK0enNoR0wDQLcBk2xH
因る,よる,起因於,HzUTywhrLLxBnKFWYGQi
超える,こえる,超過，越過,I0K0PnuulwVmNuwezDKc
転校,てんこう,轉校,I1maQlQPzNk0TyCxD7SD
メンバー,メンバー,成員,I4lUZM3WUllr1Hznovov
願う,ねがう,"願望, 期待, 申請",I7274Hm4eswhWzDFyLaP
単語,たんご,單詞,I8AAqaWLF1cZgUbjbnCj
殴る,なぐる,毆打,I8AbnvmI4z6dfTCR9DK5
はさみ,はさみ,剪刀,I9NGG3xwgjp1eNn8sEKI
豊か,ゆたか,豐富、富裕、充足、豐饒,I9vWdEHt1ruXU2FTzUjH
出合い,であい,邂逅,IDr2EvjHIlUpy3do3sES
涙,なみだ,眼淚,IE5xPCG5AKtceQb2UzY3
輝く,かがやく,閃耀,IFQgoUpDyGoRWTaR8ylA
年寄,としより,老人,IJxwNbjs9uxASVYMHEmF
正,せい,真，正常,INcff118krGMEr1Pkc2J
郡,ぐん,郡,IRAittSlffEjz6ufyKzM
噂,うわさ,謠言，閒話,IS04DQKtzQ4YbPRDASxp
見当,けんとう,估計，猜測,IYLBWwNGSIZK2RHAvbsr
幸運,こううん,幸運,IZ1F4pxBmYGphsNhtiLW
旅,たび,旅行、旅程,IZ7WEC985a6USweJwhuh
煮る,にる,煮,Icho7YMIukV6tUuZ8jBg
何か,なにか,某事,Icrti1W0hOBaC0hYVhlJ
冷静,れいせい,冷靜,IdZlQfT4YtOUIIFTljeZ
渋滞,じゅうたい,塞車,IgA4vEOZHIY7S3qNKVXY
霜,しも,霜,IhOgY59NqYqW5Kr8w5lJ
大部分,だいぶぶん,大部分,Ijo2jx3m6qC4ZgBxuTyy
知能,ちのう,智能,Iksi6pT2iHPkSmQIuULy
環境,かんきょう,"環境, 情境",Il3sBxX8gQxI2e1UZYIu
完了,かんりょう,"完了, 結束",InB94oIibR1mQLhNCcwb
ところが,ところが,然而，但是,InmEc4DavlZT2RxryHvl
引越し,ひっこし,搬家,Io5Gj0wxnqqxOHzfXLhq
名人,めいじん,名人,Io9JrQfVdz0ukEuHLi3A
お目に掛かる,おめにかかる,見面,IoLUPjPQhcytysUIX4GQ
それでも,それでも,然而，儘管如此,IpQtj7kf4LGsLeMg1Fj8
提案,ていあん,提案,IsMVRTTpLZHOvU4dntmC
ボール,ボール,"球, 碗",Iv1PU1mWrY76jfcbr6AO
外れる,はずれる,脫離，脫落,Ix7a9KS4Ru61ghGjLxsy
次ぐ,つぐ,次於,IxViEgoM1Qz4meN6Ic9q
作品,さくひん,作品,IyB1seIZ7mElgXAL97nd
可,か,可以,IyfHOlibafIL2LjMOQ9f
冷やす,ひやす,冷卻，冷藏,IzThs1DMHRvqLIwWFsVb
退学,たいがく,退學,IzoAU5RNWuyW42MEWT4N
治める,おさめる,統治，管理；平定,J2QL8u2kjQ8Hb168UBHg
許す,ゆるす,許可，允許，批准,J2mId7dSm1pds8IcUuHw
しまった (かん),しまった (かん),該死！,J2zjPoT9ZhHAKmqnXipM
基,もと,基礎,J47JqZUD2rwRogSZJPgk
記事,きじ,文章,J4p3z9Kft33BjJl6nwsa
包装,ほうそう,包裝,J5HcpwKy8WAK1gEjZszw
湾,わん,灣,J62Q5Fao3DE4JKXrYHgr
小屋,こや,小屋,J6OuGSOInuLRaqtp6eTD
天候,てんこう,天候,J8NmhCYgTvar3NKNDlql
刺激,しげき,刺激,J9O0zkkcTdqcrNx1N7jH
下,げ,下,JAHCOUJZ1yTbqI4oNhCE
閉じる,とじる,關閉,JDYtCV0BWbSnMia4H0Bj
愛,あい,愛,JDkkWnS2LP58RmH8iFMx
備える,そなえる,準備，配備，儲存,JFwG560AUNhCMrtI8A8c
微笑む,ほほえむ,微笑,JHgwEh8hTdC6ZURx8B5o
文字,もじ,字元,JJgF2FM9qvdlkQOQ4kbJ
沖,おき,外海,JMJrPFkk46dbYG81kIxb
タイプライター,タイプライター,打字機,JMLdsrR8js6e0jeoNAEy
相手,あいて,對手,JNEFLGu6guLNSbyJcbzT
資本,しほん,資本,JNLVrmiOBXCYlHErAGSv
言わば,いわば,可謂是,JNwfhigRnwJUjzKX5hbW
サービス,サービス,服務,JO6LVj3HbQW3mcM7qXUH
助ける,たすける,幫助、拯救、救援,JOmrJAY5isZssaDSL2Z1
主に,おもに,主要地,JSGTDBCU4nRktnVwCbNQ
トラック,トラック,卡車，跑道,JcSgTTgCEUw1JQrJXzmo
缶,かん,罐,JcbYp9ZDZIs069Kw25yJ
カード,カード,卡片,JeojxUq4Bfm6PUVqUYpT
過程,かてい,過程,JeyJ7fBzoiPZV4baYKVj
感謝,かんしゃ,感謝,JfrFOW6J3HnSIZObrWAG
記録,きろく,紀錄,JnEvBoTBK1hMkXkK74qp
体育,たいいく,體育,JnXQcIp30nzefNNukoVz
時期,じき,時期,Jojf2LCcDCioiYuNX1fp
無駄,むだ,徒勞、無用,Jqe1NfJg0XEfZcOzuBZz
トランプ,トランプ,撲克牌,JsC3p19FUSrUUd1HMM6V
攻める,せめる,攻擊,JsiugIhzXIz5xhctZuMc
価値,かち,價值,JtDMjQUS52ZJQ87m9mHn
間,ま,空間，間隔,Jv3YD7rlj94PPScvbuqE
傷,きず,傷，受傷，傷害,JyPKdwS9DJlllGWl3p3X
サイン,サイン,親筆簽名，標誌，正弦,Jz7kO0oSA0RtkAbeh6mc
嫌う,きらう,討厭,K02yUWxfKR5VTyQS9IBj
輪,わ,環、圈、圓圈,K1bkaAk8b2t9NCjavPsC
罹る,かかる,罹患,K1c036QBNkx1nj03KABr
至急,しきゅう,緊急,K1j8JJ9iowdPsTggMmdr
溺れる,おぼれる,溺水，沉溺,K1rSkBSgOaCZYUoi8WQ9
条件,じょうけん,條件,K1s1uRkbPuFcTXTKaI6j
しきりに,しきりに,頻繁地，反覆地，熱切地,K3B31MwuAH163R1rLR6q
例え,たとえ,例子；即使,K3t1Y35ppxNcCSVSnm9u
手伝い,てつだい,幫忙，助手,K46vTMJiUBdpssxjrQzS
児童,じどう,兒童,K5SVHqOcSlXX4y9sb7m9
故郷,ふるさと,故鄉,K8UrgYEOGEI68yuXNUwX
穏やか,おだやか,平靜，溫和，安靜,K8WpXnOyjK6SBiaWlLTz
機嫌,きげん,心情、脾氣,KDtMZQtbjKdexzVxZegZ
唯,たった,僅的，唯一的，單純的,KGiLC7SsmUKNdzuGXf6H
枠,わく,框,KGiP9UBuDWxWQqBRS46V
だって,だって,因為，但是，甚至,KGvRf2dBtSKm8EImT86W
より,より,撚線,KH2jYeQ1Vz2GIh4Cd6TJ
品,ひん,物品,KHzSgu1cMvUgIljhJljh
当てる,あてる,擊中，應用,KIeimVxOQIISL9sYG4cF
濠,ほり,護城河,KKS9sWylacOlHv8lDWXs
たっぷり,たっぷり,充分,KL1OdJ9hdTizxpFXmOhJ
救助,きゅうじょ,救助,KPiD2UjWAukEUISzaBYv
故人,こじん,逝者,KQ1rMPXgY9nOrzlfz6ha
逆,ぎゃく,反轉、相反,KSgctVkOh3sKzV3guUbl
信仰,しんこう,信仰,KTBRvMfgfKvY8M7b04LZ
不自由,ふじゆう,不自由,KTZeqUx2Q2KHVAZvrLNS
工場,こうば,工廠,KToF9K2wIWtRwmDxbxc8
具体,ぐたい,具體,KV7PEes2lIAa3XGrGkIM
管理,かんり,管理,KVYKDewF1uh2erQdnGGw
心理,しんり,心理,KaAX7wo791qcp3lNO1dR
人類,じんるい,人類,KgdumLBszwd4qFlyrwXB
訳,やく,理由、解釋,KhQ4e8R98wsVK35mUP70
目上,めうえ,長輩,Km7XybJAjvU4P8WuClNt
首都,しゅと,首都,KqKrXY8XQzobpwTCFq4y
息,いき,氣,KrQGisSTGxc0BsgSw7WR
大陸,たいりく,大陸,KtTGXux9m1z96ApGhKny
首相,しゅしょう,首相,KurpV9dRyrJNi6ql3Oa1
健康,けんこう,健康,KwPXB7H1GByqSXD6fjif
すみません (かん),すみません (かん),對不起，抱歉,Kx81awNkxwoUqZFKR8GH
組合,くみあい,組合,KxFS1fdwc12hriuANSlE
戦う,たたかう,戰鬥，競爭，交戰,L3Ht2OVY9xpiD8XxtXYe
すてき,すてき,美好的，極好的,L3aERcHpdZ3IbsRhHl1s
茹でる,ゆでる,水煮,L4qyw60uuQCfU0LCPdSY
関心,かんしん,關心,L64N0ybUfMoekeJRldya
存在,そんざい,存在,LApwjFnIcocUfAcQfFHv
離す,はなす,分離,LBJDgBqxl2JX601djXZX
実際,じっさい,事實上；實際上,LDxiMX7dpd3Gcer64G6b
利益,りえき,利益,LFYDIdg05mp6rnW7UBWg
王子,おうじ,王子,LGnG0zYDCYJD0jsM46sh
望む,のぞむ,希望，願望；眺望,LHGbiLJuxx87SL4GgIm1
一時,いちじ,暫時,LIcIZKCdhAcdYEXwZiRY
部分,ぶぶん,部分,LJw98Mu9BI57jJw69f9h
疑問,ぎもん,疑問,LLzoBPR3uB42RNUEZYSD
秒,びょう,秒,LNeRA3uy1DnMZDHYiVJd
投票,とうひょう,投票,LOApTT0cQXT8WWh01Vko
為る,なる,"做, 試圖",LQ8YL5cL0NieLCVS8721
厄介,やっかい,麻煩，負擔，照顧,LQxNzdwWpD2SJTfuFmLr
済ませる,すませる,結束,LTzjoQKhy1XLKzQ62w3D
税,ぜい,稅,LVZriGrHMt0kU8VDnePw
期待,きたい,期待,LYGDgkoB1v7xR7kgbgdB
産む,うむ,生產,LZbVGWB8PSz4DgJ15Kqk
場面,ばめん,場面,LcGhvPezVPI4p0YZnW22
交ぜる,まぜる,混合,LcJc0wDB7UJMtToiwexE
直接,ちょくせつ,直接,LgRUO8negNLXFmcQu7L7
恐怖,きょうふ,恐怖,LpmKwC95jPWZsEBYHl5t
まさか,まさか,決不、絕對不是,Lt08bQwn6Kw2QDc70wv7
まとまる,まとまる,被收集，被解決，被整理,LwMWfhniKEHHB4Yuh1W5
違反,いはん,違反,Lym3gXv7HX8f4K9pMAwJ
幼い,おさない,非常年幼，稚氣的,LzO8WnMq9InXULbnel4k
補償,ほしょう,補償，賠償,M0StfioBHs43q6fHcOwE
生地,きじ,布料；麵糰,M0dKfXfkV9GqBiaaCoPq
冒険,ぼうけん,冒險,M1N8Aiuzvo9vfDXO1RFK
改善,かいぜん,改善,M1gFJsXWNdO1X4wGaMQA
苦労,くろう,"艱苦, 苦難",M278J1exPC7TO5sqyvnu
貢献,こうけん,貢獻,M53tjkDr4NA2w809aEjl
だけど,だけど,但是,M7Vb3LFOmNU0LxXxzNTh
問う,とう,問,MATmjhh5nvrU2YVCYLgD
著す,あらわす,著作,MCZhIjDeMG6gKxnHJLuf
人種,じんしゅ,人種,ME4wePtq0EdemdD1i0zL
支店,してん,分店或分公司,MEGsz7j6z2VyxcYFt8kC
ゴール,ゴール,終點,MFYg08YzoWnE6K4H3wdF
渦,うず,漩渦,MGLbGDQqEyBm3v283EWT
夜中,よなか,午夜，半夜,MH59xi2mTeogw1titvHD
広げる,ひろげる,展開，擴大，延伸,MHHKOyXm0P41Sll1qI7O
たびたび,たびたび,經常，再三，頻繁,MJkx2y67OE0xuubEp2sM
退く,どく,撤退，退後，撤離,MJnsSnvIi3Z08pz4amLW
上等,じょうとう,上等,MLG82C64REZ9Z9I90gnI
温度,おんど,溫度,MMCENpdidmgqPeiA7SgA
単に,たんに,單純地，僅僅,MNqCuWfOfQaUBO9bpSEV
組,くみ,組,MQGfR2hNnUGt3SYU2Keq
実験,じっけん,實驗,MREjqmad7DlPEF6oRQtk
骨折,こっせつ,骨折,MTUPK0wAwCJIl7uYAecO
隠れる,かくれる,隱藏,MTWLRnDuMspGoNZORL93
思わず,おもわず,不由自主,MUSqaK5fdtNunQI6EBAb
血管,けっかん,血管,MUXCx48HlIq9AbEuNlS9
羨ましい,うらやましい,羨慕的,MYCD4XWVtKin2yvxiKKi
勤め,つとめ,工作,MYMccNLE9Qwmvi8BwFOb
東洋,とうよう,東洋,Mc9BJO3piRg9eqa7wHQI
我々,われわれ,我們,McohFzG4gUJTVHb5BLSu
飯,めし,飯,Mg6bXmrTBivQsWgbINE3
継ぐ,つぐ,繼承,MgqZNoLKWiJnf7LAUYPH
摘む,つむ,摘下，採摘，修剪,MhuJHqG5UOEBeWh8XM8w
再び,ふたたび,再次，再一次,MjTk2d4iYd0DEN1C5izy
核,かく,核,MkDTdb56wbLDjq7puNqi
癖,くせ,習慣，癖好,MkdckUUVcmJJ3PURXrwP
務め,つとめ,職務,MoOcydXl0cVAW6Rasz39
担当,たんとう,負責,MoeVbxZd4a63Z7LcgDrz
方々,ほうぼう,各位人士,MpZ8VTC8RgENZoWHbkXp
通過,つうか,通過,Mr2JTlRNy4yqfzwMRm29
納める,おさめる,收藏，支付，供應,MrbYCTXWzoOlGVjqHIPx
意地悪,いじわる,惡毒，刻薄，不友善,MtKiufRE0ZASILq8W9AW
航海,こうかい,航海,MuGdfmPoJ6WVi6V5D6Jh
スイッチ,スイッチ,開關,Mv6OcH5zwGoV2GtGJkIS
銅貨,どうか,銅貨,MvVm4miyMZJqx7dEG7J0
必ずしも,かならずしも,未必,MzMIgEwWs5OjuycEnpI7
蒸し暑い,むしあつい,悶熱的,MzQFzrl6thHZ0283HyEb
金,きん,金，金屬；錢財,N1zR5PAF5mMztHpul9Yq
やや,やや,"稍微, 有點",N2cZGKcStGv0ZNIr5RO6
乾燥,かんそう,乾燥,NBmumUt7moJXyW6KJ406
