#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
喜ぶ,よろこぶ,喜悅，高興,cRU8a35UPSMJXe3apZut
叱る,しかる,責備,cYRgDMxLYSLDMu6fSx5b
しばらく,しばらく,一會兒,ch9tCNAJCPyD24e8M4At
決まる,きまる,決定,cqcvD3UUPlURh4Da9z12
～町,～ちょう,～鎮,cvT2LeUfOPoMUQInAfA3
邪魔,じゃま,妨礙，闖入,d4cVajkE2yBN4Wrc1UxA
非常に,ひじょうに,非常地,d7KeggLtmfisyaSkLsUt
挨拶,あいさつする,問候,d977mGv1uQlAV5zaiaCZ
～君,～くん,〜君,dBTPit1x3MiacN7FAvXu
おいでになる,おいでになる,在,dOCytDBI3syfzG9fvEBh
写す,うつす,"複製, 拍照",dUDDvDrGQc8KtH2M0Jiq
一杯,いっぱい,滿,dWz4Ay3cUWrksxfJFs5R
勝つ,かつ,勝利,dX4lOWFDAY1zNQq01QvQ
正しい,ただしい,正確,dYwHaxTfGsqI7ZgNb1o2
普通,ふつう,普通,ddEgIBh5fj9LCaYIlmBL
アメリカ,アメリカ,美國,ddPifxAx704lAZJi6zdS
会議,かいぎ,會議,deKlwEjuln9saIgzKCtx
～まま,～まま,保持原樣,dj9BFrChvzGgxTpwd5tw
柔らかい,やわらかい,柔軟的，嫩的,dnyrdkSqjGoPeCCLbquU
お見舞い,おみまい,探病,dzN7sRaamn8VOkopWxfO
大抵,たいてい,大抵,e07mKYyPeWKNhmkGGTdK
故障,こしょうする,故障,e3xk7eJ0HREU1VoHcrjy
～製,～せい,~製,eFqwp1FfvPDOQUUS4KGc
寝坊,ねぼう,睡過頭,eTkWcVTHbTfZERqBeY2b
ひげ,ひげ,鬍鬚,eUTWUVSbtpObU7zC1i4m
以外,いがい,除了...之外，不包括,eVdgFRNYG76Ea2XokaPd
包む,つつむ,包裝，覆蓋,ebhpKzLwvZfA5V15I00J
忘れ物,わすれもの,遺忘物,eqtlXUXSKDHdytG6RCN3
売り場,うりば,賣場,er9TCy3o8g5QiXYO4ai4
汚れる,よごれる,變髒,etkg5PDHORvOYk1bFAxx
贈り物,おくりもの,禮物,etrBWBhQNOZLCMSzo2FZ
法律,ほうりつ,法律,euOR4goPYgINEfVVasM8
とうとう,とうとう,終於,ewSHsEWqWWeePqyPBPWN
形,かたち,形,fCtNS8JhvUrhNpeWu0Or
厳しい,きびしい,嚴格，嚴厲,fH1XYyKCHoLHKvyIPKAP
生きる,いきる,活著,fIkF9pfKiJEqKs2O0dko
道具,どうぐ,工具,fT3PD3oER00b2NuSdX1C
そんな,そんな,那樣,fViHr7CLm6fFubHxe951
ステーキ,ステーキ,牛排,fg9PKi4P3sANkazapQgE
スーツケース,スーツケース,行李箱,fpGS53CtlkCgkdZFXmR6
会場,かいじょう,會場,fppjquXntg7khbiqZdyV
日,にち,日,fy85mXe6kNdMyHlf5Vj3
鏡,かがみ,鏡,gAYYkEKGlIE2W4rZ0akv
交通,こうつう,交通,gUGTKcrP8Hygb16KtmxW
遠慮,えんりょする,拘束，保留，猶豫,gVyqwgBPoBzvOHDloUcx
花見,はなみ,賞櫻,glIS9422YVXTxLt9qLdq
真中,まんなか,中心,gt2K7zgxw5FRIRtk8YLm
いじめる,いじめる,欺負，折磨,h1d72SfTyx5pw3rKqTHH
安心,あんしん,安心,hArcLO2RVlF3DmVD8J3k
日記,にっき,日記,hBtBDqowTWf99dpi42Ti
例えば,たとえば,例如,hHQ3uXMaMB364278MnFY
伺う,うかがう,拜訪、請教、聽聞、前來,hQQHEQQAeqIc7QHRQyhY
心配,しんぱいする,擔心,hfFy6q6ACVGZTh0ZOAOx
生活,せいかつする,生活,hnh8iw2fVVDry8XIhebs
驚く,おどろく,驚訝,ht9PKT3tqJdbgJiYm9yL
スーパー (マーケット),スーパー (マーケット),超級市場,iCadVJj3qFaOenoM3Pl2
いくら～ても,いくら～ても,無論怎麼～(～),iDbYkzesslJNj4iOS876
漫画,まんが,漫畫,iJcSxbrHoFk8kh9tkcIc
是非,ぜひ,務必,iP08Qu7k4v07Jv1ItySt
帰り,かえり,"回歸, 返家",ie9ZGNamxfXKqQYIox4Z
ガソリンスタンド,ガソリンスタンド,加油站,ikb2WXM1PYMsDBTryAc6
役に立つ,やくにたつ,有用的,imi0D6k5frnyL30756Rq
泣く,なく,哭,inQuu6DOml5p9OtdB6Vy
汽車,きしゃ,蒸汽火車,itV0nVlFaBkIUeM7mTXz
揺れる,ゆれる,"搖動, 擺動",izalv4NaFgiJY8kr16VP
場所,ばしょ,場所,jMjUO8v4qsH4SPqrthRV
投げる,なげる,投擲，拋棄,jr5JdNM1X7Sf0XOJ7M7a
消しゴム,けしゴム,橡皮擦,jw2JRXjRdeWWJxlwEbNY
かまう,,介意，在乎,jyyuIXtrtmz8eCa7CPAo
集まる,あつまる,集合,k9z1BF7NK7Z9u3eAuxi3
不便,ふべん,不便,kFpJCLDdUeYs87H99T7q
つもり,つもり,意圖，計畫,kGJJyEf6SxAbMrvJEvNC
眠る,ねむる,睡覺,kGzzg6f14w3JBtTBMgop
お宅,おたく,府上,kKL3Zmep5fBpaA7WaBAz
昔,むかし,過去,kSCVtyCnBchdNkN7EIpz
警察,けいさつ,警察,kXbSgbpQSvSzXAEoGkpF
考える,かんがえる,考慮,kXkm4VwkSXRKNpZLcBx4
危険,きけん,危險,kdoMfdYc9mC6rCEMhhZs
寂しい,さびしい,寂寞,kjOECbAZSJNc2pgrvx16
太る,ふとる,變胖,koctiT1QY7BKpjh6vAZb
国際,こくさい,國際,kuExLuQp87KkJum2qKcE
歴史,れきし,歷史,kyagNBwKUa39f3yAVYBs
チェックする,チェックする,檢查,l2ppMgv9d9jQDOoN2NIA
男性,だんせい,男性,lCnwWZgszRNBB2hXNE6f
表,ひょう,表面，前側，外側,lGG3RySNqZxd6FDdZzDP
壊れる,こわれる,損壞,lHVqyyy93lgO2Nukj80Y
発音,はつおん,發音,lKtgdQYJRz8tcarxXv7c
地理,ちり,地理,lL0lpInKOFAbfGn66R8h
よろしい,よろしい,好的,lYczWCL7gFdAwxTUur5s
お陰,おかげ,多虧了,lmcZ2r7TyCDtEgTSVQEb
放送,ほうそうする,廣播,loOw1Lj3hgEgbijQn8Qn
大分,だいぶん,相當地,lobQJxrOcekkmX3jKdiA
向かう,むかう,前往,ltxBZ1tEXtYeJ8alzDu7
必ず,かならず,一定,lucLurCmjWEPGa5PlJzE
支度,したくする,準備,lziMWaL6gK27eInF4gdu
予定,よてい,計畫、安排、行程,m5KmekMeeoaWHTOjl3xX
入院,にゅういんする,住院,m7p6pYUZj0fvSU8nToAk
暖房,だんぼう,暖房,mF0vXLRAXHrlot2AZzxa
海岸,かいがん,海岸,mJiOjToCLF4ZbXvdltkB
苦い,にがい,苦的,mKEcDR0oIKFZFzTVjRPe
テキスト,テキスト,文本,mLB98OYfvRENMIpuABJv
新聞社,しんぶんしゃ,報社,mNy2kKJVRdL9vb9oZwOo
時代,じだい,時代,mRnBoAuTCmrcozkj7DZm
原因,げんいん,原因,mad41YIBSlxfRwRViwPG
光る,ひかる,發光，閃爍,mdy4b3fqeUixiR6kb7MR
盗む,ぬすむ,偷,mgJWupkKE4nVsmgBgGqV
機会,きかい,機會,mnjyFM8SEsiTHzuCjrYx
噛む,かむ,"咬, 嚼",mtWvigrLQJfIivyWcyLr
貿易,ぼうえき,貿易,n0qChDiBIVH8s6O4hhCQ
随分,ずいぶん,非常,nCKzu95cmDzfe4vWMn0P
理由,りゆう,理由,nFIHZJe6HMmfff3aYHZ0
伝える,つたえる,傳達,nHRDzVAzmf13TS1y9oGT
遊び,あそび,玩耍,nHjI0hOkDQv89DF0HD1h
招待,しょうたいする,招待,nMCrAIjrT8QTst4qaVBo
意見,いけん,意見,nUSQ4P9scJSJuwsjT57x
壁,かべ,牆,nkOk0strKQElVq2CVDsV
石,いし,石,nmcB6yzS7efr3CEbg3bh
髪,かみ,頭髮,nsn5WJcxCFxRrhxYT6oC
この間,このあいだ,前幾天,o1WOxdnaqYt31w1bVLlo
楽む,たのしむ,享受,o5MjBrhOGqlgP0EhjMqJ
悲しい,かなしい,悲傷,o88hIRWYoB2bwS7295vz
楽しみ,たのしみ,樂趣、喜悅,o8bQPYha8OpgXJTqiicF
娘,むすめ,女兒,oDYMj9VIKMNjeQDO71wi
過ぎる,すぎる,超過,oGN2WOeAW3TMgjDbm2kX
田舎,いなか,鄉下,oJ0PxBDLcvvxdQwrQ7yE
最も,もっとも,最,oVqotm5SvcJD129VEf1e
無理,むり,無理，不可能,oWIj5eUY1C31vqEQwSLl
ご存じ,ごぞんじ,知曉,oWceIrooWzuFFyNGdE9q
血,ち,血,ocZqDlyYWZwItcI94qB2
親,おや,父母,odNcN6biEjhk9Eu9shVG
ガラス,ガラス,玻璃,oet7tajt3J7vXd2c3w5m
教会,きょうかい,教會,og0YqY7dHTjQ811qB6o1
まず,まず,首先，從頭開始,ogdhAOanQKMxuciQW3OH
世話,せわする,照顧,okeFmRSR6esRi1XS5Cap
ちっとも,ちっとも,一點也不,olunRcM5Sg5v7mZ4XUWD
電報,でんぽう,電報,ooVkM5NwAM8enj0yr5Al
旅館,りょかん,日式旅館,os735xKKlvJH06mtvZ4E
近所,きんじょ,鄰近地區,ovMf1rSuWpp1RUraJ7Ki
熱心,ねっしん,熱心,pAh75PDFG3t9wNKIXmgv
取り替える,とりかえる,交換，替換,pDiOuijcJfZSUDkzarqg
場合,ばあい,場合,pE8OUSBptOZHyyECLHDY
小鳥,ことり,小鳥,pGMeHxQi77wevyuRb4fU
すると,すると,於是,pGOTFqImOshEWLSZfBek
盛ん,さかん,繁盛，活躍，興盛,pIsae9ZTz3q0MlZIhova
残る,のこる,殘留,pel6IKKRg0JkmNj2uo9u
事故,じこ,事故,phRfgJrBbC8AJ2dtu91n
昼間,ひるま,日間，白天,pibCHoDSobypWduJIDD2
一生懸命,いっしょうけんめい,竭盡全力,ppYq339WKyjhXdKYTvUa
続ける,つづける,繼續,psC1dKcQgbn3PoDrZqj4
手伝う,てつだう,幫忙,pubptkRY2Hky8kt05rYl
翻訳,ほんやく,翻譯,pwCftJ5L5levYMjNhKfM
仕方,しかた,方法,q6bgyZlHEcXFYA2wSVrK
上がる,あがる,上升，上去,q6oNv8WtQDmC8KuLNNkq
水泳,すいえい,游泳,q7Ex0axALdwm9ZmCUmpH
申し上げる,もうしあげる,稟報，陳述,q9OkOyzp9PGXMF5LSUeb
沸く,わく,沸騰,qC4e8gg8x3afHxu1A4e6
エスカレーター,エスカレーター,手扶梯,qCzpQkn6A9YX5va3E5pG
経済,けいざい,經濟,qE2hivrZ4cFL7hBFdSye
込む,こむ,擁擠,qN6gRPgyETRecpoP82CH
拾う,ひろう,撿起,qgRPUKox3MChDlOI7878
留守,るす,不在家,qwKyWJ2e1QtdLiYaNSSJ
引っ越す,ひっこす,搬家,qzCmjMt2EL4hJCpBcR35
この頃,このごろ,這些日子，如今,r01eh7qVRgD5d0ae8cd1
水道,すいどう,自來水,r8eUFlMvynBWjJyyVO8B
珍しい,めずらしい,罕見，稀有,rHJEYC7P24CS86LXXg5X
塗る,ぬる,塗抹,rLq6KvSe62EJe7gOOUhJ
～会,～かい,會,rMwRUiYxEyMssFNKEcDh
下げる,さげる,降低，懸掛,rXguJvC0qOuNtRrHQ75v
お礼,おれい,感謝；道謝；謝禮；鞠躬,racJzKaVbWtBW0OlU2Xq
文法,ぶんぽう,文法,rfIFsdMYtU2YBYdEMEC8
冷える,ひえる,變冷，冷卻,rfIZLHf8Yd90Lsp633P6
産業,さんぎょう,產業,rh7GOSHRaxA7Q1PLrqjp
番組,ばんぐみ,節目,rh8AE6YUt5UobheSUdup
細かい,こまかい,細小的,rl3mAwXL1HeiaRyI5lMg
～おわる,～おわる,做完,rzQHWU733Ch6wM9gOwAe
はっきり,はっきり,清楚地,s38fVQC6Yv7geGrjjPtn
具合,ぐあい,"狀況, 情況, 健康狀態",s3QSBW04dRM03HvMhmt3
直す,なおす,糾正，修復,s8LaKS0Z59mboWV3dfEZ
両方,りょうほう,雙方,sC1UmDKEJ1dVz0ZtsF6T
最初,さいしょ,最初,sC3cLa7cavR25sTlK9qM
明日,あす,明日,sD4wItmpKB5mTtyHD1TV
市民,しみん,市民,sO3NKycDNXjnqoI4kql8
鳴る,なる,鳴,sPcIMWL37X1IG2ht4FkS
首,くび,頸,sWhEvR847Lq7pCiNf3ub
生産,せいさんする,生產,sXUH1DLj3Llpc3AthLuQ
大事,だいじ,重要，寶貴，嚴重事件,sZGEAkxZQDSvVcCp0ep5
思う,おもう,思想，感覺,sbtBek97uqYWJL1faV5c
習慣,しゅうかん,習慣,sfY4BD5ft4Zv1fdxTGHg
様,さま,方式、樣子、種類,sjxESYtXVZJb5Mp84bFw
召し上がる,めしあがる,吃或喝（尊稱）,solUhJioJdOJfdsMTb8b
味,あじ,味道,t2CtEGogBaiSJ2eONvDQ
壊す,こわす,破壞,t3F7VHGaZ9We0D0S1tXL
いただく,頂く,收到、吃、喝,tA9EFW1cSX2l3L4BCtuu
～(に) ついて,～(に) ついて,關於,tD0Mk2r8Lv7VHF7v85pi
もうすぐ,もうすぐ,很快,tDlBUAKU9IMpj3U8TLus
スーツ,スーツ,西裝,tEHQNrJc27147st1XLU3
コンピュータ; コンピューター,コンピュータ; コンピューター,電腦,tEe6Gs9vBEB6wgcpOzfC
葉,は,葉,tIBAzfkMtZu8lHCda37F
こう,こう,這樣,tLNi0p8bTo7JmBhe7R3a
あげる,あげる,給,tZvG2G5KqjgJAlsTB9J0
音,ね,"聲音, 音符",taKbuzPowuYPFBvY5JCR
～式,～しき,儀式、風格,tdDSlAA3lbt08ofTW7al
予習,よしゅう,預習,temjzsTAGkWK7tepgOCx
君,きみ,你,tnW0l7vPLmnjXm6F8m99
痩せる,やせる,減肥,uCeQRvJnnB7lHbkAkChK
亡くなる,なくなる,去世,uHc0joBKa2TNVRklZPPE
失礼,しつれい,失禮; 不禮貌; 失禮了,uJB2yWXu1gWs9Hp1l0wn
都合,つごう,"情況, 便利",uK8koKeRSApZp2Zni3Ij
足りる,たりる,足夠,uXFSRBKwrgE7qAmSe9kq
送る,おくる,送,udIyc6bfeait4pMzu4Ml
暮れる,くれる,天黑、結束,uhPMSI7CaFcnzydIgptp
森,もり,森,uiQYYra08q2OlWAMZWxU
糸,いと,線,usKumACmg9nLS4xUeCNv
そんなに,そんなに,那麼多,uvMdw7i2JimoYR0qQ4tP
もちろん,もちろん,當然,v74QDp3VJqaYIF3NV6BW
台風,たいふう,颱風,vBtaZ4eIfr5hmaMpkT49
戦争,せんそう,戰爭,vC5bSxJ8G1xAhX9J2qyA
電灯,でんとう,電燈,vYkxiNQQmEohHzvMYOq9
パート (タイム),パート (タイム),兼職人員,vhCNVtyorkjqcX5VborU
予約,よやく,預約,voCayMjoOIWcAo9GT0rG
点,てん,標記、分數、等級、點,vpqOj2XUTtJGUWVO2xAi
以下,いか,以下,wILN0NB5FxRJZz6MKnw7
火事,かじ,火災,wIckvOQkTqyJeFEn7Ays
やはり; やっぱり,やはり; やっぱり,果然。,wJBZPyqpH4jf2AWMUwwi
屋上,おくじょう,屋頂,wWvlR9Xgk7OS7u0GluaA
レポート; リポート,レポート; リポート,報告,wX31cXEIor0Nd15mFlxJ
必要,ひつよう,必要,wY7vl2a3oCJignNFlJtx
間に合う,まにあう,及時趕上,wtyu72OL9qSUI5lFe8ff
席,せき,座位,x2gt6kYG0O907aNgwTcm
舟,ふね,船,x6jQAompZtxxoQyxi4dn
注意,ちゅうい,注意,x9JimsuE2dNEW8xBw3MN
文学,ぶんがく,文學,xHvUvtzzILBVjbzxOeo6
住所,じゅうしょ,地址,xIRdPuxGnit8ElR8mcv1
下着,したぎ,內衣褲,xJhwMnPxNU8OoD4AzZGw
運転手,うんてんしゅ,司機,xaX9zCE2xuHNsgnXflmq
気,き,氣,xlpE0bR3QgPCps97kkvx
割合,わりあい,比率、比例、百分比,y1S5X0GVcuLPC9h1wetJ
先輩,せんぱい,前輩,yMMR69ojcJa1bFeXrMc4
なさる,なさる,做 (敬語),yMQRUZsWSGLQOyBHT4EG
決める,きめる,決定,yQCiX99Pu0A3CJ88HWYB
運ぶ,はこぶ,運送，攜帶,yQzrOsKdUteqgegnavbT
～続ける,～つづける,持續,yYTkk65D5Iv80lJapt6a
進む,すすむ,前進,ygxhRmDCsJbHScft9BPQ
引き出し,ひきだし,抽屜,ynqBIIZYGchBa6hFhlbK
似る,にる,相似,ysyEKoADLzECiWm7gFvc
運転,うんてん,駕駛,yvEUUt6x55EKuw9kofyc
乗り換える,のりかえる,轉乘,z5gLgyQkhUpKL7njSkyi
～家,～け,專家,zBTzLpQG2UfikTkR6BFF
戻る,もどる,返回,zBy9QzbpdooXfqQ0xUHD
建てる,たてる,建造,zIHoXDROZtEyQ6G0llJO
着物,きもの,和服,zN9WUD4sQHD03t3CZxvk
相談,そうだんする,諮詢,zScZh4YJmXd9MH5uerV1
計画,けいかくする,計畫,zWu7YLkgAmVCXx1rZqWV
サラダ,サラダ,沙拉,zcHTqZbYcOsjVMvgE0BH
力,ちから,力,zdnuZGH08zLKYfZpr3v3
景色,けしき,風景,zjcRNmhwWOK4Y9DHcJAv
落す,おとす,掉落，丟失,zzGi9AiYNDAe21aeRTia
