#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
マッチ,マッチ,火柴,cLC3bGUT9G490pDqr65V
水曜日,すいようび,星期三,cT310q9QpEQeEiMk1AHe
ノート,ノート,筆記本,cTJy5j8oL6J3K24oReFM
九つ,ここのつ,九個東西,cUPabBbzQBG3FoBaNoIu
鼻,はな,鼻,cW5f0JiickNYOCFYCvsr
～屋,～や,~店,ckU8e4FlQmJlJIpPQhQT
黒い,くろい,黑色,cuG4ftCgt8mHy38OIaUI
はく,はく,穿上,czHrZTflnkLWO51dFx2i
かばん,かばん,包包,d2yo7l3cBXi7sg2329oK
～人,～にん,-人,dZrWvxOFZ2SKqZiAcM5P
～番,～ばん,第～,ddIALPn5aJNhfm5cLCgh
仕事,しごと,工作、職業、就業,dk2z0JCZUUX82LVtpavx
警官,けいかん,警官,dqVHSgLSfgEYSN6tjTzn
十,(〜を) とお,十,dqbiMt4DvzMtRYISNpFS
～個,～こ,個,dsnK3tbPebUIyP12iGP7
ストーブ,ストーブ,暖爐,dzaod6c0CQxPNYArS5Ax
甘い,あまい,甜的，寬容的,e28bEgiJjbWXEY6y1YU2
雑誌,ざっし,雜誌,e4WcaxooXag4GvqOa2vw
一月,ひとつき,一個月,e9XUVsjlvPdXR683VlbR
五日,いつか,五日,eKW7mhPP3YDezZ6LZVzY
猫,ねこ,貓,einGvafJVasPM5H9HKln
行く,いく; ゆく,去,ejANdzd4lDVvxK2ZyhXW
夕方,ゆうがた,傍晚,ejYgWu8h9Md8qReqYxnn
～たち,～たち,們,etiQhtSg2PTqER0QF5BE
スカート,スカート,裙子,evQ16abcK3TISSa5Oo6l
悪い,わるい,壞、有罪的；劣等的,f0aF7shne2byBPOcfjDd
止まる,とまる,停止,f0gcawO6Rc3rEJhj8hkj
りっぱ,りっぱ,華麗的，優秀的,f2FmSUJAjnWhbgjfO76j
図書館,としょかん,圖書館,fH9bCLz3OaVJ7DqLxx5Y
習う,ならう,學習,fLM5TY1LV6ewoFpI1WMv
ゆっくりと,ゆっくりと,慢慢地，悠閒地,fRBlGQFk19IoiCREsces
コート,コート,外套，球場,fU3RFQFkputPqoHOLixO
早い,はやい,早的,fWdd2f6nCrcPOtSFBVCa
キロ; キロメートル,キロ; キロメートル,公里,fWuI9uOYuD7d11Jzmi0q
持つ,もつ,持有，攜帶,fcWVq0hcT0HuSexUf4Aq
～週間,～しゅうかん,~(~)週間,feISnVsfJYC7FSu232e4
買う,かう,買,feoDBa5YKuQ5dmjRV3g8
作る,つくる,製作,fi4PFoL5DHp2WB28NbFa
レストラン,レストラン,餐廳,fuNFxIZSk68c6rKeM61o
食堂,しょくどう,食堂,gEgLSXXO2kxvvpXpg7oR
楽しい,たのしい,"愉快的, 有趣的",gGGQQgqg6agjMPBnfmcy
町,まち,鎮、市,gKPVE1aiqxmsCLGEZ7Wh
財布,さいふ,錢包,gPJdBb6JjErcXUiXIFfi
木,き,樹、木材、木料,gWVF2Qq0S8PjOvnMxXeD
住む,すむ,居住,gaw10f72Sk6QpFZfIfT2
ここ,ここ,這裡,gin8FtOsWZQdzUw7yK5s
～前,～ぜん,在～面前,glVd1UA1ysGIJDFopSRO
シャワー,シャワー,淋浴,gpGl9dqEnvPOt9UBK9Tn
来週,らいしゅう,下週,h9oMWFiUMBbcCM3xXHVy
有る,ある,存在，有,hA5fBcHAKdkxW4MnuIL9
授業,じゅぎょう,課程,hCFqrjIJfZIEn8aotQKx
半,はん,半,hDy5Pmurl0S5F0vPqq93
二,に,二,hPTmMmWiEqF1kPNBXO4F
食べる,たべる,吃,hPrdngvYraayc5E4yQjv
晩,ばん,晚上,hTPnRfHd3IzektGHb7gc
～階,～かい,第～層樓,hU5TB0x2ne0GrUvb4h3O
四つ,よっつ,四個物品,hUAKLEoAePFgsWZWreiu
～分,～ふん,～分,hg8rc2h7NfPbDKDkfKDp
暖かい,あたたかい,溫暖,hgtBT2yAXau4iP0ja3i8
起きる,おきる,起床 / 發生,hmCwPmuWucOY09r1PuPD
飲む,のむ,喝,hu4RLywDmWEG980uj62v
黄色,きいろ,黃色,i39ww1f9fhU8MKT6Lan5
曇る,くもる,變陰，變暗,i9jNBjexNcJ3BosU8T7Q
八日,ようか,八日,iMVOBXK5oKtsylddHzQE
先月,せんげつ,上個月,iMZpAMqD2PPC3PDc2AO6
お酒,おさけ,酒,iOq9xcXtM7ZtLX1w0cdJ
沢山,たくさん,許多,iZ7nt1KX36Zq2WEZ9gJb
零,れい,零,iaRKV1d2d9TfZuLpZ8GI
魚,うお,魚,iau4nFaSGjyyJl9AoGmv
ええ,ええ,是,ib3XavguxkSVEgWFpo6l
貼る,はる,貼上或黏貼,icY7aEwDBV7ZR8GyqEWd
～冊,～さつ,冊,j0MPWdctXEUoHOjdoLyI
色,いろ,顏色,j7cMAvctEyNkQDgEJSdS
勉強,べんきょう (する),學習,jAe6derFuClmJpKlypwu
新しい,あたらしい,新的,jEFy0UgjLAx5mGzJmxWp
始まる,はじまる,開始,jQdSehLNwkJ1AFjXq9Pk
兄弟,きょうだい,兄弟姊妹,jVLuuUNNTQirxTxdCeCp
少ない,すくない,少,jXrwA8LsKl34Te5A02e5
いい; よい,いい; よい,好,jY5k5EHPBErcxp77ptyR
～など,～など,等,jkQGhv3OVWbkOxAgAqaE
大使館,たいしかん,大使館,jm3QHouAfWZ9se8d6ezF
あっち,あっち,那邊,joLBkDj5RTSWMkq3XYC5
その,その,那個,jpZ3ngVGupLJBe9MT9l9
お父さん,おとうさん,父親,jzJX9GvLkThF3WEsRyvE
家族,かぞく,家族,k7kp0354PK7q1BFFcDfV
鶏肉,とりにく,雞肉,k8GSoTg1iexMhvv87F89
ネクタイ,ネクタイ,領帶,kAlDl4lkNWJUkscwqEGE
グラム,グラム,公克,kCVqjahgVFLMnQsGAv3C
卵,たまご,蛋,kJ3XhILMVEichXWrPltD
昼,ひる,中午，日間,kJrpNSm1VT0wPJim0Qa7
バス,バス,公車,kLwrBarXdol2s66EJ2i2
電気,でんき,電氣,kUk1GGqPKoc4xLsAtHsh
ない,ない,沒有,kV2Ga91SADFFt8coL2ce
店,みせ,店,kW5SjtkLRP2AvvcKiHk9
公園,こうえん,公園,kekIoLx7q9vAUnknDjvt
上げる,あげる,提高,kf5iTM5yZchwbAHpiPvt
洋服,ようふく,西式服裝,khSllArKTuEiT5fJSwa2
火曜日,かようび,星期二,lBYNBr22F9U8WRRFD3Dg
静か,しずか,安靜，平靜,lBcthrodDfJSEtEar4uW
九日,ここのか,九日,lCFpzwEDuOohjsWAFzjJ
お母さん,おかあさん,母親,lJGB5K3AnZ1ELFScBoG6
買い物,かいもの,購物,lJr2adu2AuFvX9nnWfH2
パン,パン,麵包,lJw5uxpNgoHRxKTvSBzU
雪,ゆき,雪,lUCt80tiQ5A3uFrgggHy
母,はは,母親,lUmkwpb3kjE7LAAHf6GJ
そば,そば,附近、旁邊；蕎麥麵,lapVSdBNgtFj6yxZ34UA
つける,つける,開啟；拿取,lavWlOsmgHx8DXLmw0EU
大変,たいへん,非常，艱難，吃力,lbVMFrmdRV7Qp729KhFG
天気,てんき,天氣,leTss5212JHPpdy3Ki7S
パーティー,パーティー,派對,lhVcaB3t5A3vLvjoYhcf
にぎやか,にぎやか,熱鬧的,llIKAWYBShLIvTIT0iwW
危ない,あぶない,危險，危急,llySUfseMT1nCqgPS5HM
まずい,まずい,難吃的,lsyVWu2xvT1YfMgLcY1y
奥さん,おくさん,太太,lvlGBehWUALOrsISfrRf
駅,えき,車站,lw4v7u3j2BW37698Ny6I
お金,おかね,錢,lyavDiSfmJnZW7Au2V6f
～ころ; ～ごろ,～ころ; ～ごろ,大約、將近,m3fzbNJlgs7FrxlVdqiA
白い,しろい,白色,m84rkpRT39z1sDXsp4yJ
いくら,いくら,多少錢,mJbatQwaEcnjj4lm0aYj
カレンダー,カレンダー,日曆,mLg3t46IyAc5XGy8mK6P
万年筆,まんねんひつ,鋼筆,mOMeqywbftETOdHU31ZP
戸,と,日式門,mQff1OrHtWGvfIc8qLqp
先生,せんせい,老師；教授；大師；醫生,mblt909kUPfT9bspsrML
どうして,どうして,為什麼,me4EBUmF3Jl5jMaundbk
閉まる,しまる,關閉,mg6XluFPCptl3kPyENl7
一,いち,一,mmyUaNVOk4JbZuSAoGVG
返す,かえす,歸還,moclhB1LdRnDj3YPRXoz
月曜日,げつようび,週一,msSMVCXOcaCbfbYIr3Vk
入れる,いれる,放入,muN6f0W0mO1VYfrVe3Ks
難しい,むずかしい,難以達成的,n7QxJ1ZWCU6THTB02Omo
橋,はし,橋,n8YcN5C5PVLC0TxLjNjd
赤,あか,赤,nAQQj554PoDruBlMeKJq
交差点,こうさてん,交差點,nBTaSu3fX89mLHXuzsmm
お茶,おちゃ,茶,nIGp40f5obzUkBVql0F7
黄色い,きいろい,黃色的,nIMPgUY6RiSIHSnNbcBG
休む,やすむ,休息，休假,nJYrQL6OUCkamrnrJjnx
ボタン,ボタン,按鈕,nKGv6qFYGGcXxOPAmMzE
靴,くつ,鞋,nPdnxfMCJOGDNCNIcFZx
在る,ある,存在，擁有,nY2g5qLLEnTUlNgZBUVl
どなた,どなた,哪位,nbWLOQxL4Mjs7MxNH6I1
たばこ,たばこ,菸草，香菸,ndUX7HPPHnKbcfl9PzXP
風邪,かぜ,感冒,nkRZmVXNHmN5B9pMN8jG
所,ところ,地方,nxxWafDfbWwwmkV8MHLn
毎晩,まいばん,每晚,nztdG0wXtUpWaw3j853a
御飯,ごはん,米飯；餐點,oI28ndV3LvgysYQvIfQq
足; 脚,あし,足；腳,oIJ5z503m0zj8mOz75DA
テレビ,テレビ,電視,oLytBFWQ822TfEcSj5gR
有名,ゆうめい,有名,oS9ker9hiPK5Arb3PIp9
コーヒー,コーヒー,咖啡,oYh4ikNo1x3MZ4xCrVCb
来月,らいげつ,下個月,ocaTgXsmHV0msCSSmsqB
涼しい,すずしい,涼爽,ogybNnVxIezULb3riabF
たて,たて,長度、高度,ohKP7XOPxBgDKBXrXHHH
言う,いう,說,okmj4wxSmhH18a3nsDyK
細い,ほそい,細長的，纖細的，微細的,oueUIKTKXODeqbhEoAwM
会社,かいしゃ,公司,oyOhCVLMZQZe242N3oSu
勤める,つとめる,任職,p1WijzaH9UvdN2OAFkIk
六,ろく,六,p9g9ksYNaTZf3FpNXgXU
眼鏡,めがね,眼鏡,pAm7CE7KhBNOH65bPvmB
何～,なん～,什麼樣的,pKNwZ3L4A7H1zwv5C2Oa
やる,やる,做；給,pM9U7fCrpf5BCTGw2yV2
遅い,おそい,慢；遲到,pQfe2wlNmoGn5dDkufrM
今月,こんげつ,這個月,pSMagyGsfjijeePy0EzG
犬,いぬ,犬,pTlzf6nXeIcxLSbFdkBx
鉛筆,えんぴつ,鉛筆,pkjxgUKAW0SzWmUebFdv
聞く,きく,聽，問,pz71Z92IGXFuZHfmE7x5
来る,きたる,來,q88TNjfDFbHhnjIETus2
口,くち,口,qBxKrQBKyAaCo3jdri80
いくつ,いくつ,幾個、幾歲,qCCeLh4idsaIQeauHY54
よく,よく,"經常, 很好",qHhu9HQIvWWxjqtRJhxh
本棚,ほんだな,書架,qW8Q3FHVdUbtofJkoMEP
封筒,ふうとう,信封,qWVrDar9bYUtJeCs0NqP
座る,すわる,坐,qYWMtS6dFBHlvzxR1cf3
車,くるま,車,qeDfx5dKlfkNungJJ5z0
切符,きっぷ,車票,qeMn3Moz3W1Fsx6XXxKz
時間,じかん,時間,qh15zM0SLvMXbBvEptZO
古い,ふるい,舊，老舊，古老,qnyVP0buIwq4U8jLQBVg
牛肉,ぎゅうにく,牛肉,r2IH2Ptj7ZQSm9elfR6m
写真,しゃしん,照片,r5ibDEKD9Alj1M3fyEua
余り,あまり,不太，剩餘,r9Qmx2OSlMDc7nWKxzVE
八つ,やっつ,八個物品,rF7kYxgX9Tehd5ZFcm6K
小さい,ちいさい,小的,rIwFKAloGsh3P4WKQl0x
一日,ついたち,一日,rLnxCooG87zJ2gTXv3hj
～か月,～かげつ,～個月,rOMVq1vMbIbN7c8QTLMs
上着,うわぎ,外套,rP1s6sIInrBY9cjdhsqx
違う,ちがう,不同；錯誤,rPWAeWFWFEdk2fCrYefR
百,ひゃく,百,rXAFgfAy5gzjdMv8BgzW
知る,しる,知道，理解,ra8sJQyg0duAoVcUJF6z
忘れる,わすれる,忘記,rihUK76PkjUg4A75ISo7
七日,なのか,七日,rnjnKNealbMZDzCTGuDA
もしもし,もしもし,喂，,rpek43dxYN9Irofd6onN
辺,へん,附近，地區,rvwh9rvCODE2hKv8T6ky
消える,きえる,消失 / 隱沒,ryNWAYJlGJR0eTQccT7Z
お風呂,おふろ,洗澡,rzKl3eJlutpkxmyJOea1
磨く,みがく,刷、擦亮,s1FuscupvQ4MImnlHL4a
疲れる,つかれる,疲倦,s1nfbifo8CrKN1jT7Y7w
どこ,どこ,哪裡,s9mMuVp6Qjc87U68qRhT
明日,あす,明日,sD4wItmpKB5mTtyHD1TV
～くらい; ぐらい,～くらい; ぐらい,大約；左右,sEUNYWiZ0FldcQja99TP
二つ,ふたつ,兩個物品,sWHI2DWTZ4WRJdbSYNHk
カップ,カップ,杯子,sf36rXt8vSWf1dbBG0pY
五,ご,五,sjpJXPBA1j6AwlOkPonV
今朝,けさ,今朝,svJVYn7nlY8GmsLzG3kk
下手,へた,拙劣,t0EwqL3LA7cR0vYLM75K
一つ,ひとつ,一個東西,t1c39wbzMbkMhBHbDvag
曇り,くもり,陰天,tPbd8TpvksElQlRde0jl
テープ,テープ,膠帶,tPzoDvC8PhLIcPttQmYJ
玄関,げんかん,玄關,tTPiJtO4d7rDluTPI2CG
傘,かさ,雨傘，陽傘,tbgZvmszZpx7ep9VDHji
後ろ,うしろ,後面,tcpV0AsxKjRPLE2QNkkh
終る,おわる,結束，關閉,tqahnZpat5mMvVQpFzEi
大学,だいがく,大學,tvsAsCCkZOD0Zs91b6An
生まれる,うまれる,出生,u0FhnJgxwAR5nuawElVL
今晩,こんばん,今晚,uB4jYeyvjeIMdkgAnKej
石鹸,せっけん,肥皂,uD6M60LKSqlL2jAQBFxh
初め; 始め,はじめ,開始,uMfKP5YgrurCqd5jaRaZ
でも,でも,但是,uN4DWUWUFESNgOLXEapu
おばあさん,おばあさん,祖母，老婦人,uN5n0Lj26vyeFHhLOyJw
多分,たぶん,大概，或許,uWOMzEkVSnkG2HnOVvRK
灰皿,はいざら,菸灰缸,ugVxoI2dh3jNyjoAwLH7
椅子,いす,椅子,uj4MlLYv1zRWBFDJ5Oem
八百屋,やおや,蔬菜水果店,uk6MRP6YDbOZA1WW1HjM
昨日,きのう,昨日,ukmF3v6SikFbQ6aOfm6q
歩く,あるく,走,ulDvQoPhcMZNp7mtzrv1
雨,あめ,雨,up4lUqdazCK9OvmXcNw9
飲み物,のみもの,飲料,uuBwJN9jFgH8I3FKpr4H
軽い,かるい,輕微的,uvexAVZPKxqHpcfCO5of
昨夜,ゆうべ,昨夜,uyID5zESaDZEx3PXubzQ
見る,みる,看,v1qpGODjIbHjVUggMMgt
便利,べんり,便利,vBHDxhsqqOb6fz6Bpt3b
立つ,たつ,站起來,vEBgrqxclXGIjIn2hV3w
嫌,いや,討厭,vL7ZF6aUTeLFZbsfhRqY
三,さん,三,vblZN7ZXqovH28eBYhCQ
砂糖,さとう,砂糖,vhKHJjMLbPbrhEHDC3nF
出す,だす,拿出；繳交,vjF3MnYeZous0ni7u7aE
部屋,へや,房間,vmItGflEprxo5eIja59Z
醤油,しょうゆ,醬油,vrorbuzModj5fTLbzCdQ
二人,ふたり,兩人,vwEYPMjQCtifFQN7iHDA
なる,なる,變成,vwMgDN3CWJpnGdfSK6bi
頭,かしら,頭,vzwtDmdT6hxEY2dmEv95
テスト,テスト,測試,w6YFpl731SxLFQrggLUR
中,ちゅう,中,w9YDpOOE1a5a64qMRAxv
休み,やすみ,假期；休息日；缺席,wJLzudNvgDp8DElUWIFe
どうぞ,どうぞ,請，勞駕，務必,wNLV5oqtIscoSVRYBUFQ
外国人,がいこくじん,外國人,wNrYTXxWcsSpL3p3M2ep
空,から,天空,wUw4OlSwpkUcHoA1Dotz
九,く,九,wVlh6HhLiOVgcBmIFomS
鳥,とり,雞,wX92Mv2DzpgU73yPIap9
十日,とおか,十日,wYedoTz9l8RNPw0Qu0nJ
人,ひと,人,wcsB0naL5sWQ6Iqc7Zaf
かかる,かかる,花費,wdAHIj2PpvjsfqXFLwRF
大勢,おおぜい,大勢,wffJqI4LcDJ4EHVRdARh
二日,ふつか,兩天,wkquR81HCucdjolQ4sBO
晩御飯,ばんごはん,晚餐,wsWSmqlbTFcCfiYEZNRV
弟,おとうと,弟弟,wsnGCqkwgJwNzh5bmPdC
三日,みっか,三日,x00WqRKDnsvbbbGWqSQp
肉,にく,肉,x401ElptVYq1L1yUB4DS
どれ,どれ,哪一個,x6lq56HEAUTAGTfNRMtB
誰か,だれか,某人,x8lqayvCjas8wCsSgOuo
誕生日,たんじょうび,生日,xDLepErZQhlNsgaqflQi
荷物,にもつ,行李,xGuxlzlN3bfBSBh4oSr4
うち,うち,家,xPlUVeOhxAElZTGGEvwj
質問,しつもん,問題,xRLMLuVcK5wYLY7vjsQE
重い,おもい,重的，嚴重的,xStnAzc6AaTJcjWbVwZg
～回,～かい,次,xYfZbWGATtxXLwWHjuqm
取る,とる,修習,xZh8Ss2OSI7o3YOejmrI
五つ,いつつ,五個物品,xahCoB3pRq1ol9jE9UT1
毎月,まいげつ; まいつき,每月,xeGZ5EI4XPZeVWjhsbPc
大きな,おおきな,大的,xg9eNhjFngNCMloh5RhX
どう,どう,如何,xjEmAuaQTotjHvhLHprj
ページ,ページ,頁,xl8Dc7IPicXtTlvBS4hj
おまわりさん,おまわりさん,警察先生,xnPL6hoiKu3SerdErsOu
横,よこ,旁邊、側邊、寬度,xouMMiMQus1po7BkDx79
段々,だんだん,逐漸,xxGPti63ngD1XwAi6qk1
子供,こども,兒童,y00eXPFiFJyX4h18yM4C
～側,～がわ,側,y3dkf1HmfGnmpiEVPTCz
英語,えいご,英語,y4MCpUOZ6Icxb89zdkUr
秋,あき,秋,y5f6jWN7vDdDaLTiMVjn
～匹,～ひき,小型動物量詞,yN0uRAbnr9FtZsEpuioj
待つ,まつ,等,yV5aG7SiKevrybOT37jk
箸,はし,筷子,ymhRD9uEsq9VE2qtujqG
服,ふく,衣服,yn6gIm2Kc6C1KjxcwCtQ
初めて,はじめて,第一次,ynIyyLpl0u3YwYkIpMXS
フォーク,フォーク,叉子,yodA4VVVjAyUprYx1t6K
後,のち,之後（隨後）；未來；剩餘；自那時起。,yu44wnnhs63a1cRf1Lyw
暇,ひま,空閒,yxUgI9qU7pm4Oy02u33c
丸い; 円い,まるい,圓的,z9fKY80gomZgYVJUhkWc
先週,せんしゅう,上個星期,zHsOaEj0gR3nTPgLuMDe
ズボン,ズボン,褲子,zKxCdwBrQjeNl5l8GQMb
毎年,まいねん; まいとし,每年,zSy1mCQwvwGI5lODMQct
話す,はなす,說,zYwpRymYO2vGA31iEPBZ
二十日,はつか,二十日,zghx2ePgTmydnFT9XApR
見せる,みせる,展示,zgn4aF5Zk6sRZXzozShX
