#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
禁じる,きんじる,禁止,8MzJq8IrQsp8i7R9gO3a
着席,ちゃくせき,就座,8NxPgiROiUdjLFvvcv51
出演,しゅつえん,出演,8P2HWAZJheYCj3b8BUU3
揺らぐ,ゆらぐ,搖動，擺動，震盪,8PRNSSNXCmq8YyeWDj5l
軽快,けいかい,輕快,8QWNgHbEGP6VGZ0TW3yO
配給,はいきゅう,配給,8U2qVzlxr40VXEkQDPPi
著書,ちょしょ,著書,8W9mKWB0ZPq6ifBDlGIp
業績,ぎょうせき,業績,8XINjy447o6S2XKN0qXu
進化,しんか,進化,8ZPAiuiwiBRC9PwPSY88
十字路,じゅうじろ,十字路口,8ZUaTYdhu7H2tIe8wzB3
雌,めす,雌,8ZoY85AO3EFQH962ATXV
暦,こよみ,曆,8dtAfKXehIR82gLjgSrG
細胞,さいぼう,細胞,8eNJi0FOhFo9RGQEN1aK
合唱,がっしょう,合唱,8fa0o4q5l2Si4z8xhaCa
雛祭,ひなまつり,雛祭,8gqz463euchMqIu5kWvw
見落とす,みおとす,忽略；沒注意到,8gvMmLOzWWvZXz9DCD9Z
コンタクト (レンズ),コンタクト (レンズ),隱形眼鏡,8hnRcksfoITppnj9Xgh4
大金,たいきん,大筆錢,8i9iP2GnnP6Tbp6Z8ZPD
軌道,きどう,軌道,8iQd7imhhnDZBul59SwF
同等,どうとう,同等,8ittlBYfncrk561ODmN2
偽造,ぎぞう,偽造,8jmeBfopfzZFX5552Q4w
いやらしい,いやらしい,討厭的，噁心的，下流的,8k8ba9TuOl2uYq7PLAIl
出血,しゅっけつ,出血,8nAb3PHOoQxTl25yVSey
開発,かいはつ,開發,8o5oLFDQ2RmpxtlWsOo1
熱湯,ねっとう,沸騰的水,8pQecM29NlhNc7y5FUcg
氾濫,はんらん,氾濫,8pyFAtgBStwEerwWsBxy
ティシュペーパー,ティシュペーパー,面紙,8ucpL9maNBoo0ChK7klm
趣旨,しゅし,趣旨,8vko8EUAlfvm0frP0vVc
原作,げんさく,原作,8xSlZTMttBxGxNz5UsgS
単調,たんちょう,單調,8y3IShJHvcD8mSilCwHg
老衰,ろうすい,老衰,8yIJqjUXylmljzkGoHQf
じっくり,じっくり,仔細地,8yc52KpcuG5wIpEveN23
問屋,とんや,批發商,8zwWJ7Hb00lIKWySNdfP
家計,かけい,家計,92ZlH62Is3Wgaf4mkJUK
領海,りょうかい,領海,96tbVLF1c6WP9uKKDG97
旧知,きゅうち,舊知,97kSmEuDg0UBV4a8yLon
内心,ないしん,內心，真實想法,984m6KLW3YfNU4tEA00m
故～,こ～,已故的,99UTxvDL4XwLcc3rccw5
共和,きょうわ,共和,9Dn7g7orCt0lhPu9pgd7
知的,ちてき,智的,9E2vuEwKXoEH83O1WJ7v
連帯,れんたい,團結,9FHOLXTIb56N0qxn202M
寝かせる,ねかせる,"讓人睡覺, 平放, 發酵",9GmF3G6R2nnFGundydw2
該当,がいとう,對應的，符合的,9HauOfAAVc71oYDUpnNL
処置,しょち,處置,9IEizt6WCzw0nREl03rq
見込み,みこみ,前景、期待、希望,9IGH4ooUjM7rvaMYZrDU
のどか,のどか,恬靜，寧靜,9JECqLP0zvBfrVuFSc4W
明朗,めいろう,明朗,9L9UVEl9iF4S2CCxftM1
多様,たよう,多樣,9LIpaf1vvNfi1ouLNcwm
抜かす,ぬかす,漏掉,9Ny3z79QczQdyvmVuBhI
～寄り,～より,偏向,9PuopGnrMHumtLG7O9gU
粉々,こなごな,粉碎,9QN97CVQlpIVbTkj5ig8
早急,そうきゅう,緊急,9SQOJtisx0NIPrDdPHa2
打ち消し,うちけし,否定、否認、消去,9TY7VUV1PdDpX8F4ojPU
接続詞,せつぞくし,連接詞,9adKPe2B8LaI4YEhgph3
近郊,きんこう,近郊,9egkD9Hpc4tp1fp9Gzsf
変革,へんかく,變革,9gxH8s8s9HPKTaD2EijA
恥じらう,はじらう,羞恥，害羞，臉紅,9hfIcRrMiSiLLylMmdYK
捕獲,ほかく,捕獲、奪取,9iAdtOQ3n1L3d7vFHXut
染める,そめる,染,9iTVQbbvrQieTdU6RCXX
襲う,おそう,襲擊,9jAnwpbXiMrB6ANE9yfg
主体,しゅたい,主體,9jDkSM8lH5ECQZQ0iHID
過ち,あやまち,過失、錯誤、失策,9jOTRQUjAjgABJ7KPIkL
照り返す,てりかえす,反射,9lWUxdemvKIiwgZPAEtm
家畜,かちく,家畜,9m042P3uyBLjvO2EsnF9
臆病,おくびょう,怯懦，膽小,9mRiw5q7ZzsvKpSaDFFy
投資,とうし,投資,9mbWABW9ez7rExfKMtsg
救援,きゅうえん,救援,9n5YGTI5kcnLBjfnNh1r
雪崩,なだれ,雪崩,9oM1Kd5qmF2OHTYjtLt4
発言,はつげん,發言，談話，提案,9oXGPKYwQf8KxooHRYNi
建前,たてまえ,表面話,9opSOmFCX8ZOrbotVTJc
一切,いっさい,一切，全部，毫無例外。,9qLIz8jjWnw5lV481sPJ
同封,どうふう,附封件,9sqINix3hS643NBTMAmj
駄作,ださく,劣作,9tKMjSAkOLYa9Ba3qymV
当人,とうにん,當事人,9tza2JbY5qwz5YnXukFu
各種,かくしゅ,各種,9u8SLNcnhMti38gPUmMx
華奢,きゃしゃ,纖細,9vsEWCiHx2zJJdSVMlbU
体付き,からだつき,體格,9xOY8bTZabecd0obySyl
回収,かいしゅう,回收,9zRS4ChHEN0FGtbWc8sE
当て,あて,期待，依賴,A0iBbeQjtpJS5UxxQqcf
独占,どくせん,獨占,A29Seu8s7SCNUknzUz32
花粉,かふん,花粉,A3nadGktw7zXlPqBwlIL
余興,よきょう,餘興節目,A5xMbw9R3eHsTNf8ZPGi
軽率,けいそつ,輕率,A6OBoGvrw0F8UZqNFTPe
水田,すいでん,水田,A7RH8RTxs6fag5Z6Hx1l
海抜,かいばつ,海拔,A7Tziqtiji4f7Yho2QqJ
決意,けつい,決意,A82VBQR50wdSFAYsuoJH
ごらんなさい (かん),ごらんなさい (かん),看看，試著做做看。,A8QSyJjy9yT2lwHZwG86
なおさら,なおさら,更加,AAJ288D4AI1sPCSoz9S9
貫く,つらぬく,穿過,AC6jGIMBPDx6Dfltm8od
推測,すいそく,推測,ADwz80pGpFm3m5TUI55F
階層,かいそう,階層,AErHvzZf5IkmZ9Vc29Vg
情無い,なさけない,悲慘的，可憐的，羞恥的,AFBh9mnxKigYggRTfM9p
背景,はいけい,背景,AINxjXSTabRJemZQPMmp
融資,ゆうし,融資,AIfWg3vzYB51qfWagfJf
物好き,ものずき,好奇心,AJuInO48Mh00PLu0mLlZ
反する,はんする,違反、背離、矛盾,ALYnryNE0ooALYnE7DGY
緩やか,ゆるやか,寬鬆,ANh0itcMo9lsxqGns9ax
中和,ちゅうわ,中和,AOZ6zCBBKglojRHidJXN
焦る,あせる,焦急,AVAhpOb6dpSIGxEWjCDL
梅干し,うめぼし,梅乾,AW4xdtH0C9f0odMELE6q
密接,みっせつ,密切,AWIfimusQg7dkg41AZI0
着陸,ちゃくりく,降落,AX3u8jNXm4pZSENdeiWV
企画,きかく,企劃,AZzcrIEQprKIoUjUHBrc
心得,こころえ,心得,AaSRQOXQWcTFdNSXaEDV
てんで,てんで,完全地,AazIuXBkVJ6MbPn4gxvw
目付き,めつき,眼神,Ab3sCul0KRY9bpr0ek1X
提供,ていきょう,"提供, 贊助",AbUWsIKRr19Ms3WJ5cKI
統合,とうごう,整合，統一，綜合,AcS4xaorPufaVCFPhx8y
不景気,ふけいき,不景氣,AcqKqSAMtTwZCAMNAJS3
萎びる,しなびる,枯萎,Aeu7Pk1NlUv1JULZKNcK
弓,ゆみ,弓,Ag500xFm1er1OpNVuVfE
満たす,みたす,滿足，充填，實現,Ahg22l6WaIRa7Gd5rlx3
過労,かろう,過勞,Ahllx140Dlbtl2WhfDZw
洋風,ようふう,西式風格,AiD1NKDoxhPBGxPfqw40
取り次ぐ,とりつぐ,擔任代理，通報，傳達訊息(ㄒㄧ/),AjvZXMRJ6kxW4jV4895g
健全,けんぜん,健全,An0QpwZc2zoIpIHrrlCL
新築,しんちく,新築,Ao0CxrNC9NDBmqDinwxc
オリエンテーション,オリエンテーション,迎新説明會,AsWpr8sg1fqxlr4x9C7p
福祉,ふくし,福祉,Asy8KrxespbrowDYHvHH
研ぐ,とぐ,磨利、研磨、擦亮,At0PdW9uf3wGsm8k24Ts
痛感,つうかん,痛切感受,AutEaXfP7VWcdblmtppC
荷,に,負荷、行李、貨物,AuvLVlN4RqWEBZmSixDw
来場,らいじょう,出席,Aw0jofBAw4eDFyPBxJP3
天下,てんか,天下,AwGcHxbvaxFKu515zFuN
驚異,きょうい,"驚異, 奇蹟",AxeqmSeDQJ4b0EAu1jfP
富,とみ,財富,B0HFEgrUiQCzA8ZFjWZX
ございます (かん),ございます (かん),存在 (禮貌用語),B3KaOdvn0ScuYMW4x0Aj
連休,れんきゅう,連休,B3XPB8TeWOLnTNguAwEF
特許,とっきょ,專利,B4u0X92iFnWSvhdCzA88
逃走,とうそう,逃走,B5ClktOMgE0g6Ml9JcWv
良し,よし,好的！,B6hdIHkVa68G3GCq0v9X
勝利,しょうり,勝利,B7doy2Htd6yem5kRDlUx
両極,りょうきょく,兩極，即南北極,BCEnnucMaJgXh3q0jap1
上空,じょうくう,上空,BCsfjl4xJzCn6E30UAwF
解剖,かいぼう,解剖,BD8FMSNObCTh1aOjnhM8
経過,けいか,經過,BDC5bq3BfO5kESLyE2bD
技,わざ,技術,BDlMHeUgQUkzdlXmEuup
新婚,しんこん,新婚,BE3pUgGO2VAxv8llgiv6
推進,すいしん,推進,BFoUr8mRTUsmnxvl11fB
助け,たすけ,協助,BGtRo5Yt71hshcc98xi8
たくましい,たくましい,強壯的,BHSKE6bmkxQlYLLLOrJl
出直し,でなおし,重新調整，修飾,BIJPRCHL0rXGxxqqnZMr
達成,たっせい,達成,BIyvcN37DIipqzz1mAlp
遠方,えんぽう,遠方,BJlfwYvg7d6tXt2FAoqu
悲惨,ひさん,悲慘,BL8T4nwsueeSSSRbM84A
給う,たまう,"給予, 接受",BLtGhQWZLVP7Q5AGXCEe
構想,こうそう,構想,BNQFlfLMQ2lUY4g3k9Eg
進み,すすみ,進展,BNcB6ssO4eELk2v75LHm
グレー,グレー,灰色,BNosbk4AyMU1d6rHt000
産物,さんぶつ,產物,BNsTAVBjNtgSlF7Jnqrd
要する,ようする,需要,BOEmNnSOMMoz3IMEwYIa
後回し,あとまわし,"推遲, 延後",BRS6MF69um2RavmjIHDJ
参議院,さんぎいん,參議院,BSFmCWn1dpH1HHElCPcf
ふらふら,ふらふら,暈頭轉向，搖搖晃晃,BTKwzT6SasUdKDFZu7Bv
募金,ぼきん,募金,BTcexcY6THun4FejJ6mf
ナプキン,ナプキン,餐巾紙,BTy15gJxDUKsS0WRcsob
タイル,タイル,磁磚,BaDW15seD0f4Mdu68XQn
給食,きゅうしょく,學校午餐,BckdBozOUV5yGbBJQiAA
伝来,でんらい,傳來,BdjVgCi03hmp2ieGiOVi
いやに,いやに,非常地，極其地,BeXUNuWGGGE4MxJ0bIFY
教科,きょうか,科目,Bk9DocdHinL5GePtVZ3I
改訂,かいてい,修訂,Bkh866DyxU042IqGf9zE
未知,みち,未知,Bl83CmQBiWk42n3FYlZ8
賑わう,にぎわう,繁榮，興盛，人潮擁擠,BnxqaMG6pKOeUqZkk7BI
大衆,たいしゅう,大眾,BrUEVR4W0XzSsygU4Jji
隔たる,へだたる,遙遠的,C0Zy91aG4Vu31Wp7g3fV
外観,がいかん,外觀,C0fD9tdx2GUcCdA5UpTw
復活,ふっかつ,復活,C3QqXFzB63euKmOdiTGm
転回,てんかい,"旋轉, 迴轉",C3n4UMFPvgMj6R26oTkA
善し悪し,よしあし,好壞、優劣、品質,C40rFVWjBKMFE7UE89Nm
下痢,げり,腹瀉,C6kS0ARM13NjouEsOZaC
リード,リード,"引導, 蘆葦",C7bAEKoJ4IcxkFpwhjmK
カルテ,カルテ,病歷,C87FHP1BZYBSqfhgXMSc
異論,いろん,異論,C8oQG9vhfMOwi8qOPZbM
余暇,よか,餘暇,C9IIRAqiH3GYXoLbjeQh
背く,そむく,違背,C9KA29vK4u3YMZfokUSw
濫用,らんよう,濫用,C9SNto3l2FEZMznT2NbR
陣,じん,陣列，營地，紮營,CC37n931UjG1vuSi8ipQ
用品,ようひん,用品,CCT1BLmnrEHxDd7ZyPcv
荒っぽい,あらっぽい,粗魯的,CDbYD3gnm9MqyArlutkQ
差し掛かる,さしかかる,接近,CG8deFcMNdbTWGMpJ2QS
出生,しゅっせい,出生,CHDvExZ52YwD7cbIJlAP
果たす,はたす,達成，實現，完成,CHpHYx4XeQ2yvf2kteSm
安静,あんせい,安靜,CKi3mSFJIYp9McwtJ2Pf
免除,めんじょ,免除,CLpoy485J2Otwq4lL3iQ
擦れる,すれる,擦傷,CMM03Om1fLT3vG4DBG6Y
停滞,ていたい,"停滯, 擁塞, 滯留",CN4hiPBS5m9ijIP4C00I
メーカー,メーカー,製造商,CNQRa13YgjYjKTO6zZV7
志,こころざし,志向、意圖、動機,CPQV8sle7bsNDIkQyfBh
退治,たいじ,退治,CPSfcAwQDy3kSBdloGiA
人影,ひとかげ,人影,CQIu6gofHmUyClXbzItz
損失,そんしつ,損失˙,CRbYlelKMW9DMLkSRGc2
こたつ,こたつ,暖桌,CRicLbZOf63rURrfir73
修行,しゅぎょう,修行,CXBCAWAQG0y9mKaHEbKS
精密,せいみつ,精密,CXPdVA4eSPuHfwgI5aKJ
登録,とうろく,登錄,CYMn1AVb4yMEOwIByKFu
冴える,さえる,清晰，明亮，熟練,CZDJtUkLYyCtEVOlRT2f
フィルタ,フィルタ,過濾器,CZNUQ6Tuc1PQCpCtyE0O
船舶,せんぱく,船舶,CZXjobD52Pvbq9CKNkBl
胴,どう,軀幹,CZr3ZB6vIsLVqhOsI6uz
煌々と,こうこうと,明亮地,CaLouTUDo3nGfYniWIjX
本館,ほんかん,主建物,CexrsmsFGhFgNhAcfGSi
控室,ひかえしつ,等待室,Cfq9oaEZtU7SEY8R1Y5u
逃亡,とうぼう,逃亡,CgZ7JLyjicyLjHQsbtQC
海路,かいろ,海路,Ch3f5Eqo7sZs4EcpNBkf
茶の湯,ちゃのゆ,茶道,CjVfhs1RJnaSPcroqZmP
取り混ぜる,とりまぜる,混合,CjwUEkpCnfnnd6CI3exU
寄り掛かる,よりかかる,倚靠，依賴,CkBeJhxRSLgwUXnzMQ1v
助動詞,じょどうし,助動詞,CkrcgfMmUsDWCSupkjZ1
関与,かんよ,參與,ClaJmO0aqwXIO3urHY1O
仕入れる,しいれる,進貨,CraA7DWJmAHbcUYBAKoX
剥ぐ,はぐ,撕下，剝除，扯掉,Cta8Axb5MG72OuIawFSE
概念,がいねん,概念,CuGavYewvQuX1n5hiSTS
比率,ひりつ,比率,CvhUISXefYFhEkd357tu
改まる,あらたまる,更新的，正式的,CyQ0yxtw3xzHow8mMzYp
もてる,もてる,受歡迎,D16E0TKyAppuz2wsxY3f
蔵,くら,倉庫，地窖,D4bxGMyn9b8RqUkubKjn
使い道,つかいみち,用途,D4zK2TxpLKTpoQ4q37Og
つねる,つねる,捏住,D5hob0DA92u2r1LV8TpL
体裁,ていさい,體裁,D6QoIOSJjGZvDLq3NSd5
微笑,びしょう,微笑,D8SRhxa5ZvEDNS8Pzlw2
さえずる,さえずる,鳴叫,DBxwGQpE0jqjzDmGUR3t
語源,ごげん,語源,DDLxVrkGFWRYd4Lv5Vxk
言論,げんろん,言論,DEPQMiMc7dwTuuZ87VfL
就業,しゅうぎょう,就業,DFTIIG51jawT5QFd7fJR
浮気,うわき,出軌,DFXMui1k0qj1vgKz5fHl
逃す,のがす,放走,DGaIjjizPO8jm9FeoyqS
ジャンプ,ジャンプ,跳躍,DGisfoUZ8yNmawM15IKD
妥結,だけつ,締結,DHKVp6LyxgoOFfptfdC1
内乱,ないらん,內亂,DHqzQ0eoSXyJSHBVs233
情深い,なさけぶかい,情深的,DK94gN0y1JzKH49zewLq
おだてる,おだてる,奉承,DLCrTxWvnFf9eR75Lizm
地元,じもと,當地,DLHfz5gftBxH0KVIIhXf
伝説,でんせつ,傳說,DMIziGSrmKkVMHdhbZcq
気流,きりゅう,氣流,DMWCudx87ERmJSjTVzlx
襟,えり,衣領,DNF8ZXCEnkTBrQYWH1kT
すばしこい,すばしこい,敏捷的，靈敏的，機靈的,DOsonFPqGAC5WmJ4mRrN
打ち明ける,うちあける,"坦白, 吐露心聲",DQChKGEgJzkukSotQMf7
久しい,ひさしい,久,DR7CXftsaQ3ewJAXJDzA
手筈,てはず,安排，計畫,DS9TvuHswt7bdgESJOLQ
腫れる,はれる,腫脹,DSlAR2KICklMpPFrVo4i
縁側,えんがわ,緣側,DTZdPgZUAPQzZZjRLOoH
漏れる,もれる,"漏出, 逃脫, 漏透",DTdOx4tBJD31XKG3Z6MA
親しむ,したしむ,親近，結交,DTdhoncYWQzfCj3e7BfY
諦め,あきらめ,諦悟、和解、安慰,DTmVj34ujpW6KLkdcasn
合議,ごうぎ,合議,DTz4iouvjlG70gL5vRP3
心中,しんじゅう,殉情,DWn37SMbyKEu1jeAKYA3
浪費,ろうひ,浪費,DYee22KMb0sfxO8JJR3X
怯える,おびえる,變得恐懼,DbfiT0LWk7nrZ9tyY18W
設置,せっち,設立，機構,DeQoiYOvvnIGMAZUM7Fa
情熱,じょうねつ,熱情,DemyOnaPWJGbQAHvnb5m
おごる (ゆうしょくを～),おごる (ゆうしょくを～),請客吃晚餐,DexmGtes3rinDwMlTHzz
内蔵,ないぞう,"內臟, 內建",DgCRZEUT1dIHtKnhvQuq
婉曲,えんきょく,婉曲,DgGOqrzXuK2zv8w3geO7
体力,たいりょく,體力,DipKmnMFFLusjxWRWrlr
化繊,かせん,合成纖維,DjEtR96ITg9FRDvv93Ax
未練,みれん,留戀，捨不得，遺憾,DjHUjmN9GIj76SlcB55v
観点,かんてん,觀點,DkOJLwHRY1frEa0lmXtj
気品,きひん,氣品,DkSuXqwSaKfXsPZCXCt0
投入,とうにゅう,投入,Dkv6uT0s6AalpLe29beb
比例,ひれい,比例,DoaaHksFW9eT76IkNE55
転じる,てんじる,轉變,DpAyuLxIQq8f6wiRBwIi
動機,どうき,動機,DpBH7uRLV3SrL1JllxS4
原文,げんぶん,原文,Dqdpz0f0PwE5r4q0rqEW
配布,はいふ,配布,DqqnhZKbkx588YqPxPuj
資金,しきん,資金,DrTpIoJaxknn6L5YyhPw
当～,とう～,本～,DuvaHfYlEi1demumXmJa
日の丸,ひのまる,日之丸，日本國旗,DwscV1RjsPSrQYz77Igw
匹敵,ひってき,匹敵,Dx7lN4ikf4woiwZi3tRE
ぼやける,ぼやける,模糊化,E1Py0mFZxzGsmn0v0Sq8
平たい,ひらたい,平坦的,E4QvU0UgJu3vzn4Vjee5
審議,しんぎ,審議,E662MiwsHcUmWk3zSd1P
出社,しゅっしゃ,上班,E6GN2qgzhTg3bWUdVxvP
楽観,らっかん,樂觀,E8PUTLPEenz8IfMNyC9n
滞納,たいのう,滯納,E8WQC5Y9zBBR2zHu1wLV
戦力,せんりょく,戰力,E9To1rd38BFzyaAAZ9RS
厳か,おごそか,莊嚴,E9pwqMBTc0pTubNAY4e0
省みる,かえりみる,反省,EB70ZiC99PijUtJpwN7a
進呈,しんてい,贈呈,ECMoXXg65eA4TQW834oq
かなわない,かなわない,力不能及，無法抗衡,EDEuXfyKBIRTWhGyniiz
仏像,ぶつぞう,佛像,EGiWIoQM9LOCLldqVkqH
フロント,フロント,前台,EJQ17c6bn29k4he7K9PU
傍ら,かたわら,旁邊，同時,EJnXHgNv8MnfQmsIsO4f
賭,かけ,賭博,EKavsxQKgDg1zN1Z74tb
手芸,しゅげい,手工藝,EKbeKh7KSSjEzObGKXYB
備え付ける,そなえつける,裝備，安裝，提供,ELB5vRg5BOF8IThadK5Y
褒美,ほうび,獎勵、獎品,EPG6tYr3C5qvdrSgUBvA
梢,こずえ,樹梢,EQ011jcJBAxOzJ3llvBm
レンタカー,レンタカー,租賃汽車,EU5cO7YqMgHHN0ESn8BC
中傷,ちゅうしょう,誹謗,EUcW7TNh4DF4A4UGe8RQ
元来,がんらい,原來，天生,EZDRSad8K9gmwhMYIo0P
年賀,ねんが,新年祝賀,EaW15f3RnP3GfvfKoZPi
出現,しゅつげん,出現,Ebz1HzFCijRgnhrKiRu9
受け入れる,うけいれる,接受，收納,Ed1VPhcoet2PPPcTSRlb
警戒,けいかい,警戒,Ef9p6JGI7CWsUJ4Rmkac
激励,げきれい,激勵,Eg0DW5FEEcU3U3YmuqZa
取り戻す,とりもどす,取回，重獲,EjEgqEyS9IsWd2JkSAAv
孤児,こじ,孤兒,EjWQtcE6tpE8Qh1CIQ9t
賛美,さんび,讚美、崇拜、讚頌,EjcQ9fRA526QIcgV9zDB
団結,だんけつ,團結,Ek56sNuoC09ALgSXDlGP
簡素,かんそ,簡素,ElU4DsDyjwCwm1NfPT2c
客観,きゃっかん,客觀,EncjiBelr3Bcm6dUhksF
土手,どて,堤防、岸邊,Eop03oWlI1xMtZnfqQdp
共鳴,きょうめい,共鳴,EqI9v4360dfL8LnrpEyp
未熟,みじゅく,未熟,ErOMbrLzZccfDJUK4YR2
誇張,こちょう,誇張,EsVDFGBDSzwMXRSKVB4r
侵略,しんりゃく,侵略,EutIi240NagsaxaAKa8I
良識,りょうしき,良識,EwjQaquMSxmwkuvZvK52
相場,そうば,市場價格，投機，估計,EyBzZtJ6IawjPUd2ry6g
軒並,のきなみ,成排房屋；一律,EydovZML2saD76z1v171
是正,ぜせい,改正,EzWKOyDkImrFZZKI2eEd
言付け,ことづけ,留言,EzcOianodIaHFu3aOU8n
あつらえる,あつらえる,訂製,F1dX4RqEPBAr0SmhXBr6
藁,わら,稻草,F1sqGnP1hNjiRycDNnhc
極端,きょくたん,極端,F2bPaOv7iq7sqhH2DAGo
決議,けつぎ,決議,F31FPoe52yZJqxmb2Cd3
捕虜,ほりょ,戰俘,F7ilOQqHoJbazNVUAa4J
スチーム,スチーム,蒸氣,F8YeSauHlRe3FyHP3hB8
レッスン,レッスン,課程,F93SpwcBHotMRiJHn5jC
粘り,ねばり,黏性,FCOqDfBJiFI67gk3PGYz
洒落る,しゃれる,開玩笑，說雙關語；時髦,FD1MDtsQwlVW0UkttFdQ
費やす,ついやす,"花費, 投入, 浪費",FEmn8j3cd6dl93KjEjxO
～証,～しょう,證明,FFayfillN9ZEjM9P0XjJ
エレガント,エレガント,優雅,FFoauoXHwEV1E7YXLnzQ
人格,じんかく,人格,FG6OZUJamnPgDk16unRt
鈍感,どんかん,遲鈍,FGjpkWscUTcK0tYNwLkD
宙返り,ちゅうがえり,翻筋斗，翻跟頭,FKdPGWoH2NVQfUA6dOUF
たやすい,たやすい,容易，簡單，輕鬆,FMEM92jSbBH6S1NGhnFw
賃金,ちんぎん,薪資,FMSz7Y4J4ZUA6DmEfVmP
人目,ひとめ,一瞥，公眾目光,FOT6leejEkqzz69dTpl6
誘惑,ゆうわく,誘惑,FOWilO5V7oDVqCrWIiSk
すがすがしい,すがすがしい,清爽,FQfmszHNATKaGEDoL6eq
誇る,ほこる,誇耀,FQh6VnppzpcQnOl1a5K9
逆立ち,さかだち,倒立,FTpzDuwkpNlKBA704y43
スタジオ,スタジオ,錄音室,FURpwQj6E0QvcnRNQoXR
待ち遠しい,まちどおしい,期待,FVpG8PdViou81GdhDzVb
ガイドブック,ガイドブック,旅遊指南,FWC10c3htVBzjGgg1xlm
茶の間,ちゃのま,起居室（日式）,FXuQkc1lfTGM0RItHmFk
負かす,まかす,打敗,FZ8cnCNbe4YRdea97Snu
押し寄せる,おしよせる,湧入，推進,FcPxBglwnjUADkJQCQzV
震わせる,ふるわせる,震動,Fd6TnN6hOS3RlAcZRG1I
あやふや,あやふや,模糊的，不確定的,FgloimI7nBMHvXdFQ6ZB
相対,そうたい,相對,FiSU7AgWDvE8IcMAgmbp
収集,しゅうしゅう,收集,FkJSOFNY7lNiiqInzrje
採算,さいさん,採算,Fl83yEr7diXSirNfoaLR
潜水,せんすい,潛水,FmKlbaxNbAYX4YzAWp5s
類推,るいすい,類推,FnB3idKJXO0N3D49467y
人質,ひとじち,人質,Fnn53djtp9BuaigI1QVc
交互,こうご,互相，交替,FoOLlV9dQCJuGEHn7u3x
柔軟,じゅうなん,柔軟,FqZ81HoAhjM1WpPsLNY3
格差,かくさ,格差,FtTL990CbZ7AK7mkHHTZ
規定,きてい,規定，條款,Ftd5xT6ZO0cViMcUXUK2
おまけ,おまけ,贈品，附加物,FwdEJzfy5zOQvLO3QD5y
明白,めいはく,明白,FzRd1yXebC6xHuZOcD4h
保育,ほいく,育兒,FzS9mb2yV0IKupBNjw2Q
心地,ここち,感覺、體驗、心情,G1fka7whrda7eTPdwzzm
慣例,かんれい,慣例,G3z8wtIWHrjEAfbZosqX
収まる,おさまる,安定下來；獲得,G6KYoHjQ1zKswpeKoKie
無能,むのう,無能,G7AojmibjPIfX4DQIZvn
宮殿,きゅうでん,宮殿,G7wGvH2DDcIAQ1sfeqwK
お使い,おつかい,跑腿,GAp60RunSYMgMUgMij1g
温和,おんわ,溫和,GBNx82aj4N93snl5Ovf1
実践,じっせん,實踐,GBp53kd0QUlZGXg2rYjP
納入,のうにゅう,"繳納, 供應",GDAFglsJufgiUB1CQuaY
清らか,きよらか,清潔、純淨、貞潔,GE7ZSmjFej0o3dEmB9lC
冷やかす,ひやかす,戲弄，嘲弄，冷卻,GKxh4hE6ZXEF2Ovu6lJo
だるい,だるい,疲憊的，沈重的，懶洋洋的,GKxwsQMBUn8Gj6gxkLyn
申し入れる,もうしいれる,提出建議,GLKlPmBrLu6JrORLNaO8
さっと,さっと,迅速地，流暢地,GMeHCgpBzbMPl4mM9dzV
追い込む,おいこむ,趕入、逼入死角、驅使,GOeRLrxV6JEK53kcvvOs
月謝,げっしゃ,月費,GOgRN8f7eRIVpgQkToqm
特技,とくぎ,特技,GQGrhXRXqXBS8lltQzdo
パジャマ,パジャマ,睡衣,GTICloINXoQG4C1heSYh
審査,しんさ,審查,GTUU24ChysPiqtEpK4ts
自首,じしゅ,自首,GTcp6jh52DWKMPdXr51Y
中断,ちゅうだん,中斷,GUN8P8h0M7OHSf2Hb419
産後,さんご,產後,GUbk88ZHt5CtCWqxSS5y
とぼける,とぼける,裝傻,GVqKtEAR2zeMGUyKbeda
ファン,ファン,粉絲,GVymZ5hUmVmSNaxGJnHZ
くっきり,くっきり,清晰地，明顯地,GWZ9BZ7RZlw8uGplz4an
良心,りょうしん,良心,GXlteSLEky5dInrNbGeU
調べ,しらべ,調查，檢查,GZvgsd8J06vAXx6430pc
書き取る,かきとる,寫下，聽寫,GcAJGx3XTCpLkL9Leu6T
嘘つき,うそつき,說謊者,GcKICkc65ittStt1qMLK
旦那,だんな,"丈夫, 老爺",GcoGEoMsRtJtW6HEpHtC
しょっちゅう,しょっちゅう,經常，老是,GhLNaKonSaLrxrjiP4Sr
几帳面,きちょうめん,一絲不苟，謹慎細心,GhskYQLUxh4WqbHYPPQ5
版画,はんが,版畫,GlJbV3ihmcTOaqSxATdy
ドライブイン,ドライブイン,車道式餐廳,GmgwCSfcyCoqqoQ9eSSt
所持,しょじ,所持,GoprXHvC0X5DG9DFed4N
財,ざい,財富,Gr7UQqyujPTKRm7QluoU
欲,よく,貪欲，慾望,GsZwvtnE9EkVJEwkbBky
植民地,しょくみんち,殖民地,GuK3C3yg5Zp2cmClXUK8
綻びる,ほころびる,綻開，露出笑容,GuWVjQqc6Dmmym6xOLTS
方式,ほうしき,方式,Gvkz9J7OvM2anr9m55d4
コーナー,コーナー,角落,GwbNK0AFWlRSJuAw3LFY
