#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
再～,さい～,再,CmzSUVjwkEGWYRyGoVwe
塞ぐ,ふさぐ,塞住，填滿，阻塞,CrY4G107BFeqS4kHcVtJ
推定,すいてい,推定,CsTGSUC6SOlWWpeWBxXL
見上げる,みあげる,仰望,Csx9cHk31caxHjvOfybu
頼もしい,たのもしい,靠得住的，有前途的,Cu1fTZP0PQOiwMJnwDhe
古～,ふる～,古～,CuAatHUT0YzGXyEVFd3Y
ごめんください,ごめんください,請問有人在嗎？,Cv2IIuaR9YDsZhGmqhU8
静まる,しずまる,安靜下來,CvOwKXVUc5Uavxd80Zx5
欧米,おうべい,歐美,CwEzc47aCF7ePYU2bONQ
起床,きしょう,起床,CwPybL8Wkxb87k6fm3eB
直前,ちょくぜん,直前,CwvUNiZGpPP4KIldzqv0
こくせき,こくせき,國籍,D54yP6nLkyhz8WOmoSWq
但し,ただし,但是，若是,D8ISGHfVAc3z7fOa1hcj
人文科学,じんぶんかがく,人文科學,D8LzZfW6g97ENhHBWghu
幾～,いく～,幾～,D8MoRJrWJQpDt2fKRWdK
モダン,モダン,摩登,D9mYRx2oxsg1aOLjJQ6R
脂,あぶら,脂,DAqypm9kAX8Wrc3S2j8F
する,する,做，戴,DDTCINHIz74Gfvn1Bm2u
潰れる,つぶれる,被壓碎，倒閉,DGDThqgylBti4IkspVAU
きっかけ,きっかけ,契機,DGcAYcmNR41oz6JvVoHf
合理,ごうり,合理,DH6gL3zErCipTw2PoLVL
方針,ほうしん,方針，目標，計畫,DMQ9wrjbHc8WM2WW8lV0
扇子,せんす,摺扇,DO7eBEJHAbKyv4sb3tEK
腰掛ける,こしかける,坐下,DOVEZNY9EgWGLHeZA9ow
しぼむ,しぼむ,凋謝或枯萎,DPFZheRv1eHgKITaESak
にこにこ,にこにこ,微笑著，笑嘻嘻地,DQ3tOMETgnyrMfskzAkM
ばからしい,ばからしい,荒謬的,DQNPKBxmTZU27YLY00mj
ビニール,ビニール,塑膠,DSvfK7e590sIvIpk8LvV
率直,そっちょく,率直,DUgF80T4JYdb6ZotCwIu
～道,～どう,道,DVHJarAlUINiYZhSDjLJ
増減,ぞうげん,增減，波動,DVRoL1oFXnC0qL3iw3UZ
名刺,めいし,名片,DWl0XnMHePw5VT8YP7KE
思い掛けない,おもいがけない,意外的,DXAq8WO1NnT0Mfb6t04c
縮める,ちぢめる,縮短，減少，收縮,DYfoJBycOS2AlRw9n8oC
～兆,～ちょう,兆,DaBuqkIYny7JFzv3lBdp
外科,げか,外科,DcvlGfBprC48wOtjl9wO
演劇,えんげき,戲劇,DeYTUK1odilqBTQDlTY8
例える,たとえる,比喻,Df79o2KV5M6Y05nP2GRm
落第,らくだい,留級,Dg6JNQQkWouRNVv1uWY4
薄暗い,うすぐらい,昏暗的,Din0S60UsAom9py6VioD
感激,かんげき,感激,DiphdYBNKOSyhAzRRrqz
寝間着,ねまき,睡衣,DjKpBMfj4HajbBSYHqLC
ランチ,ランチ,午餐,Dkb5E6VD43T4PFSJOyOn
断定,だんてい,斷定,DkoRMSICY61PfqtPFufv
太鼓,たいこ,鼓,DlVhiWyJyNrzzrRs2Te9
こちらこそ,こちらこそ,這是我該說的才對。,Dp8xwBm32oOSAWQvxz6e
～下,～か,下,DsW8aeUBXmGB311kxgdN
閉会,へいかい,閉會,DubeqvDdMLmR1X2VWMwb
隙,すき,破綻，機會,DvsbHD6UkRAYJbm5X8ul
引分け,ひきわけ,平手,Dwf7IuNKxiLQe3m8oKTP
苦情,くじょう,投訴，抱怨,E16qYQgsq9hoKeNANb0q
匙,さじ,匙子,E1OcpB8pAvX1lzOhV3nf
割と,わりと,"相對地 , 比較地",E1QjBUEUWjD8RjsjxZ1u
却って,かえって,反而,E5SfpM3YRYX0jNT4HMhO
～器,～き,裝置、設備,E8cOXbXcfW0PpMT9eqbh
～丁目,～ちょうめ,～丁目,EA1BKKKQe9sSnvDLo0SQ
非～,ひ～,非,EA8Bdi8fb6YZx6JZoaol
感想,かんそう,感想,EEHo1MsqPfWLen5A7YUe
怪しい,あやしい,可疑的,EGMJqDSJZLgnsfFCifqn
～日,～じつ,第～日，～天,EHhg2bzF7dlGXOLFievW
論ずる,ろんずる,"論證, 討論",ELWczKG4eiqPeemWqOks
童話,どうわ,童話,EMKpaYNSlIBW169fSpTl
照る,てる,照,EN6QDRKrIMHcepe2dPCw
おはよう,おはよう,早安,EPh5gA2ogm7imyl9xaSJ
テンポ,テンポ,節奏,EVF6b2OUWASvhkpPgRck
用途,ようと,用途,EY1i5k7QB0hegxCeiaLS
複数,ふくすう,複數,EYchqVq2Ii6eOZPVVgaQ
言葉遣い,ことばづかい,措辭，用語,EaygtAIxc3sWNKBIOTvG
占う,うらなう,預測，占卜,Ed5wO3glJSNSFLKGcgKd
～刊,～かん,-刊,EdeTPb9S2StgicyDGyOr
裏返す,うらがえす,翻轉內外，將物體翻過來,EfotcKbXa2vglgHjcykP
呑気,のんき,無憂無慮，樂觀，漫不經心,EgCPxc3cTTaCfJgFHge7
崩す,くずす,破壞，兌零,EhpUyimb6j8lYzChDnyl
案外,あんがい,意外地,EiCkjfqxwPRG0FMPHf5z
ギャング,ギャング,幫派,Eo0blZ9SpBmeIFXuB1JC
下旬,げじゅん,下旬,EqiKl0HG22aBu8sRFUSQ
定期券,ていきけん,通勤月票,EwjT6NOSRgfQLRPA1Hg0
真っ暗,まっくら,漆黑一片,ExBcNiuGWCwOlsyTCtCh
録音,ろくおん,錄音,F3Uvfxh553md1oI0c56w
煎る,いる,烘焙,F4pSBXwwcEPiEml0yTw9
副～,ふく～,副～,F5gh8Kbmw4myQexhrJGg
湿度,しつど,濕度,F73cYmm11XLHXSoqLLRJ
～席,～せき,座位,F85mcyyoahxWQpkTYcA6
職人,しょくにん,職人,FAvbwB2rA0HA8BpgQJV9
スチュワーデス,スチュワーデス,空中小姐,FE79O2yjcDkh1tlvo55H
有料,ゆうりょう,收費,FHO5rIutW8ZqmJlUK3ga
洒落,しゃれ,笑話，雙關語，妙語,FHiievMFQosX4LMgOSXk
官庁,かんちょう,官廳,FI93P4gEXTvnOoQE2pk6
からかう,からかう,戲弄，嘲笑,FIoRdZmmlrz6ERVnqi33
原理,げんり,原理,FItIjdHSHS5poW5Ckxh4
車掌,しゃしょう,車掌,FMQCS71UcrT9jnXp15qQ
幾分,いくぶん,幾分,FNRt7Ra56uu8o5Styogs
喧しい,やかましい,吵鬧,FQ3LCUOnNkitpKj6q1FI
先端,せんたん,尖端,FQpOrODDmIFBAxJg7Jhm
レクリェーション,レクリェーション,休閒活動,FRJd3rngADQLocFMLDCA
味わう,あじわう,品嚐,FSdnGU29BV4BnPCXbvT8
創作,そうさく,創作,FYzzjAzu0PlWvexRGBpb
公正,こうせい,公正,FaxnqCKn74CW9K4V6IxO
対照,たいしょう,對照,FbBMZBLzuurMBbzQTewk
足元,あしもと,腳下,FcpziOpGb38QRbUOIYbf
開通,かいつう,開通,FedSRbRZ4tq86pBE94xt
チップ,チップ,小費,Fh3bhVzmySyGtXWo338B
真っ黒,まっくろ,漆黑,FhCS2fG3Sv5lJufLiPrD
～商,～しょう,商人,FjqBu31VV9WMZ3x2n50m
活字,かつじ,活字,FkhRdvyZyQeHE3wH3BiB
果たして,はたして,果然,FnWnl5WWiOg5zp0KPZ8h
その他,そのほか,其他,FnzYdSdcJoumVsbaTLqT
くしゃみ,くしゃみ,噴嚏,FoAYaPKx89uqLDQGdYrB
名物,めいぶつ,特產,FqH3PdCTa1mCY3cxZ0M0
ビルディング,ビルディング,建築物,FvltVowxW8EpceFV9u7h
過失,かしつ,過失,FxppdnNh0TCEHV4nxUy9
比較的,ひかくてき,比較性地,FzUGpSPSYCUrnIerX9O5
工事,こうじ,工程施工,Fzv9PlNSRIzxlxZUnYlz
お出掛け,おでかけ,出門遊玩,G0RSDnBu1MRX112hPbMp
改札,かいさつ,剪票口,G111IhrhjTEAqVQ9tjFc
一～,ひと～,一～,G1egsd6pytifqczBgbeZ
～頭,～とう,頭,G1j4OGFFIkFzDfx20MRT
若々しい,わかわかしい,年輕的,G3W1c5BSnyqnw5ixB8XQ
どっと,どっと,突然,G7G2TCWkWzkhKq43USqA
資料,しりょう,資料,GAwmQhr9G33yieODvlKn
無限,むげん,無限,GCgxK6f3qpsWy0KKL28R
予備,よび,準備，備用,GEqM9dfOLUjMpbaQbruB
諸～,しょ～,各種～,GF2cH7POMOXKaEs7pwB8
いってまいります,いってまいります,我出門了，等一下就回來。,GHuJ76D6DXTNuKwRiLqA
人造,じんぞう,人造,GOU4VMFObtGCI48bi15D
受け持つ,うけもつ,擔任管理,GQt4zcgnAXcR8941d40v
下降,かこう,下降,GShh8ONKFcspc0QNeAEb
民主～,みんしゅ～,民主~,GTvDnl1Wv7zzQ4RG2jmD
領収,りょうしゅう,收據,GUVlWK3NBLPysZUJ3tFG
生存,せいぞん,生存,GXW8GjHZtExPVrETrvGy
朝寝坊,あさねぼう,睡過頭，晚起的人,GXbq3YpiFjz3pKF4KHXg
酸性,さんせい,酸性,GY6oXdgwZGjI96E8hGKa
しっぽ,しっぽ,尾巴,GYEPdsmUqR87pOftWy0w
インキ,インキ,墨水,GdlNT3oy8ojBoRK36zvE
綱,つな,繩索,Gg7q3cz6M5GS1ctkLLd1
錆,さび,鏽色,GhHnyMmqYNpTq2l9TQjm
～巻,～かん,卷,GiKBR5CnvQYpqdR7wMM8
追い越す,おいこす,超越,Gk0wcdC9AxD3SxDHhywj
着替える,きがえる,換衣服,GlYWnrjyTkGBQ2x5UDCr
気配,けはい,跡象、徵兆、氣息,GlgpsKY1Y52S7SKZzJYV
ぶらさげる,ぶらさげる,懸掛,GncNwHLnGBSJWkL2nY82
悠々,ゆうゆう,悠悠，悠閒自在,GpA7CifrfRV1q5n09zcs
塊,かたまり,塊,GpDPlg1KyhTNkpiazqgl
算盤,そろばん,算盤,GpVVMsySyk1VEgdDo8QI
算数,さんすう,算數,GphaQYl2U06SBZHpUy3R
並行,へいこう,並行,GsKwY92zsF36NAtlMbCs
それなら,それなら,那麼，,Gt1W2cguKwtqKBw1q7Z4
受話器,じゅわき,聽筒,GvHmn2fD5OFCuxBL9drb
憎い,にくい,憎恨的，可惡的，令人厭惡的,H0JEtkY1uV2pXA7wez12
動作,どうさ,動作,H0ZpVYrdQ0V42eOm16DI
実物,じつぶつ,實物,H1KXTdDBIheHPbJua4zn
家主,やぬし,房東,H40pijufzaPIMYTreQnp
鑑賞,かんしょう,鑑賞,H6p1b0NvBPQnpOg1owln
イコール,イコール,等於,H70pHqgn5KAdhRogfjhk
消毒,しょうどく,消毒,H7tjRygHov3jInRKNFBv
縫う,ぬう,縫,HDlbwFsbmixSOMdM83Fs
例外,れいがい,例外,HGHAUYC25pd0vCBJ0kIm
楽器,がっき,樂器,HLNquF749ujc7uDB8LVz
ウール,ウール,羊毛,HNtuY3S375MVIxhupoaK
小便,しょうべん,尿,HPRnWDUDFKQPPHasdtbL
工芸,こうげい,工藝,HQeh9LuaWo1CD2bQyrHc
承る,うけたまわる,承蒙知曉,HSjlWapFSmcsZQg7YrjC
応対,おうたい,應對,HTvxNEem4lkWdqeMDU19
碁,ご,圍棋,HX3fXHFCERVljfSa2Q1X
摩擦,まさつ,摩擦(ㄘㄚ擦),HZ5F3JkTllndacMEeuSN
箒,ほうき,掃把,HZ6xkc4ebov43WqSLA30
項目,こうもく,項目,HbCHenFRddyPH9J2hpMe
上品,じょうひん,高雅、優雅、有教養,Hdc6Gss0UFofSF9KSHOt
～史,～し,史,HdqPINiIg2H0to1osNoB
×,ばつ,叉,HdrOROizuXDptVw2cNLQ
測定,そくてい,測定,HgPszOK06t8BAOM9cP3s
手帳,てちょう,手帳,HgqEhIoB3FwbXXRLTxTu
～切れ,～きれ,~沒了,HhA7PN1dp5hllq95dIqI
純情,じゅんじょう,純情,HhBM7qZf6rvaLqr5dm7j
薬品,やくひん,藥品,HiUw7deJRxWTUkMbD32t
客間,きゃくま,客間,HirFHMehc7U2MBPRuyQD
～号,～ごう,號,HjK8aXYbFzW1MSNTJmGE
～ほう (ひかく),～ほう (ひかく),比較,HmHHIMoNCaJdwBvm3pcX
それはいけませんね (かん),それはいけませんね (かん),那樣實在不太好呢！,Hmk0VvzZO3SwNhDdjCkg
就任,しゅうにん,就任,HnEQaWOs6nFqrizTOBfX
気圧,きあつ,氣壓﹐,HoT8jg9B6y8OAfQmZQ5o
まごまご,まごまご,困惑，手足無措,HobNBWA5PAnJPL6gqNyt
体制,たいせい,體制,HpmVBiE93Va9ldaJ1Ogl
書留,かきとめ,掛號信,HsaB0w6ZrUS7OqjfJZS9
蘇る,よみがえる,復活,HuYO44t2fRTFXwqQ8ma6
船便,ふなびん,海運郵件,I3qgU1AukdcRnHPFaS57
殴る,なぐる,毆打,I8AbnvmI4z6dfTCR9DK5
蓋,ふた,蓋,I8RaoavteYcgHcuEemIk
引力,いんりょく,引力,ICuTe2dzDdoyu3Hlc3pE
水蒸気,すいじょうき,水蒸氣,IDs7diqk8aVhARWvubmm
境界,きょうかい,境界,IGR9jwmqc4VfxuidQRR0
食塩,しょくえん,食鹽,IGoy6yFAtJVn4JWC9BTo
索引,さくいん,索引,IHTaLNeN6ozsvdeAk0tG
実習,じっしゅう,實習,IKkhzfV0xFEBzRNNHOK7
中旬,ちゅうじゅん,中旬,ILA4Wb9EVCD3SMVDVKPY
接する,せっする,照顧；結交,ILGuI3XD6u7iioUiVelE
すっきり,すっきり,整潔的，清晰的，身材勻稱的,IM6iM0582hXSIWfqEur4
郡,ぐん,郡,IRAittSlffEjz6ufyKzM
体系,たいけい,體系,IRTNn3OMr1ZTQiXOgYvF
迷信,めいしん,迷信,ITX6AhdGIPcvAFpFhhDn
割引,わりびき,折扣,IVvNyo9dYltsYZ4NCGpA
謙虚,けんきょ,謙虛,IYQfTOlaBZ0g1H1Vc7OF
制作,せいさく,製作,IZDEaSonNjYCKMa3ZhYw
瓦,かわら,瓦片,IZsvKvi98HlzwwO6BG4P
炒る,いる,炒,IccaWjzY6RM79KnQH5xm
煮る,にる,煮,Icho7YMIukV6tUuZ8jBg
日陰,ひかげ,陰影,Ief1g1DXEv45O4QtOhMn
枯れる,かれる,枯萎,If35KbxhIgdBVx4P87h5
当てはまる,あてはまる,適用,IgRONpQFAiJuVHYVf2tP
心当たり,こころあたり,知悉或有印象,IkmdVBRpB0tRpgbActeS
険しい,けわしい,陡峭，崎嶇；嚴峻,ImN350QLSZs9TwVAjI9u
分量,ぶんりょう,分量,IqIZa1rQBwY5CGFRlMjL
マスク,マスク,口罩,IvxRZnqtxIPBfaepVuzJ
外れる,はずれる,脫離，脫落,Ix7a9KS4Ru61ghGjLxsy
次ぐ,つぐ,次於,IxViEgoM1Qz4meN6Ic9q
観測,かんそく,觀測,IxYGXiPDQf1Nn3TVfMQO
冷やす,ひやす,冷卻，冷藏,IzThs1DMHRvqLIwWFsVb
青少年,せいしょうねん,青少年,J3ohFDuhC0OU7RRYYW4z
規律,きりつ,規律,J56nMB9i0f5bY5ocixFa
包装,ほうそう,包裝,J5HcpwKy8WAK1gEjZszw
惜しい,おしい,可惜的,J5MGHVPDLRVxWkr6g6ti
献立,こんだて,菜單,J63vPNFp5n9jqLNfnsTt
～もち,～もち,持有者,JDJMgCXb9NIvcEt3urF5
小数,しょうすう,小數,JDc4oTiMBmArLlB7ibNp
いってきます,いってきます,我出門了！,JIkEV7OsdIhMvM5gTQSu
尖る,とがる,變尖，變得銳利,JJabwJwl6KjDYiUHbYN1
素人,しろうと,門外漢，業餘者，新手,JS9eIXxovvbofUWlVdYi
カラー,カラー,衣領 / 顏色,JTeh2gMSJSwtH69MuvuQ
～位,～い,第～(～)名,JYbsby8RitzbycnL749p
～行,～ぎょう,行,Ja0AgsfmacImCl5WguzN
特色,とくしょく,特色,JeorImXh8vSx2ZuGVBRI
まく,まく,"纏繞, 捲繞",Jeutfwo0U2VNdWFndP6l
そそっかしい,そそっかしい,粗心的，冒失的,JjDb5WrfzjC2RnzhrNKD
斜め,ななめ,斜的/傾斜的,Jkfpk0kOH9VOK70Vysun
祝日,しゅくじつ,國定假日,JmzZF4hm0bYpZoXLolhg
おやつ,おやつ,點心,JpBkuTaG2TGQcQvp2gMX
攻める,せめる,攻擊,JsiugIhzXIz5xhctZuMc
上級,じょうきゅう,高級或高階程度,JwFxHkMgTh62YUr5i7bD
大小,だいしょう,大小,JxFavwYf3TlJG745an8u
まあまあ,まあまあ,還可以、馬馬虎虎,Jzrt5N4BhSgGq8ULdAmh
標本,ひょうほん,標本,K1fL7ZiHjYeyCgI00Yya
留まる,とどまる,留下,K33acgTdpzq8sszv0QJI
ともかく,ともかく,無論如何，總之,K3AjqPTcDC5u4w2cWaxT
児童,じどう,兒童,K5SVHqOcSlXX4y9sb7m9
故郷,ふるさと,故鄉,K8UrgYEOGEI68yuXNUwX
重たい,おもたい,沉重、龐大、嚴重,KA5ALUAtfg5GeEom7mq4
よごす,よごす,弄髒，玷污，污染,KBN52iHiHzZ4gJPXhP0N
お気の毒に,おきのどくに,真遺憾的！,KEBmU11FKN6Hu9g4FTx4
転がる,ころがる,滾動，翻滾,KFwsv0aJF5yLdV3y68d8
適確,てきかく,精確,KJmYp2QhIC0z9v5XWMGw
屋外,おくがい,戶外,KMgKZu0dsbHO0dNz2S77
特殊,とくしゅ,特殊,KOBoSkSAuCTYgg4vj0ke
見舞う,みまう,探望,KP4ERqcZcDkt0OTw5YQq
萎む,しぼむ,凋謝，枯萎,KPcZiJ8jCBzXKFMy5cIe
開会,かいかい,開會,KS0dlHT5UicURXMvY4AN
～済,～ずみ,已完成,KVxGGTanksXFD0ahIpsw
捕える,とらえる,捕捉、逮捕,KVxMrj8pD7Bsx0lvOI4A
ええと,ええと,讓我想想，嗯...,KWiN0P5WsEv0W53mfiuE
終点,しゅうてん,終點,KhLUs5qRLCXsxrThQXNw
送り仮名,おくりがな,送假名,KnZYrpn5KpFZrJKPJMdM
井戸,いど,水井,KnvqCT3awhIQGVAPxn25
売店,ばいてん,"商店, 攤位",KqITUu3MOW4SlFBxZ2AV
課税,かぜい,課稅,KrScD4T1w0FV77hvGRvm
打合せ,うちあわせ,會議,Kx6hySl6GrV8DzMWQz0z
組み立てる,くみたてる,組裝、組建、建構,L0GLM8zbv0wTRpifnoUA
瀬戸物,せともの,陶器,L1J2UUJJe5TRjgCBLPbq
兼ねる,かねる,兼任多種職能,L1ru1p9E1N96ZXi9Cl7H
遊園地,ゆうえんち,遊樂園,L2jmC6TC1dhzfBhrWqUT
車庫,しゃこ,車庫,LABFXO6wh9vcbBzHHKjz
集金,しゅうきん,收集款項,LCQR7NpITkoK64sVryO2
粒,つぶ,粒,LGe7eBc8Q1dU6v13j662
くっつく,くっつく,黏附，緊跟在身旁,LGj6l2PpVP73nD5LiK25
～団,～だん,-團,LGw4ei8PCpEm2maBrstT
電流,でんりゅう,電流,LIrsC2i099X7DyIhTW7P
赤道,せきどう,赤道,LKaHDET2ZTsjyUChQite
逸れる,それる,離題,LKkoFjWYz6aKaFxiOTXy
飛び込む,とびこむ,跳進去,LLJvXcJexbDHWVgaJsQf
楕円,だえん,橢圓,LM18K9x5wa1qNl3LqSlh
ふわふわ,ふわふわ,蓬鬆,LSaw8GNvIEwP1B7l8lHB
粗い,あらい,粗糙的,LSslodtdmg29QiXi2zDN
出入口,でいりぐち,入口和出口,LTRkJbg4JMqo9pTu0j61
～艘,～そう,艘,La06MsRgjF2EoghE5nlJ
宛名,あてな,收件人地址,Lf1jfVt5TTQpNe1RgYUx
全力,ぜんりょく,全力,LgWsbc3vz83Os4USR28k
～所,～しょ,處,LiPCLqrNei7uuuMKhI1Z
厚かましい,あつかましい,厚臉皮的,LjUGeZElaF2uyICA9OUJ
捜す,さがす,搜尋,LnfEBDfTq9WAuPNuhm0f
～畳,～じょう,榻榻米席數,Lob9ZpyMhmtsORAwCkSD
売買,ばいばい,買賣,LsUONoYT6eLsDoKSpqh2
終了,しゅうりょう,終了,LvI7s1CqsYgVdUvMeIOH
秤,はかり,秤,LxcQmV5NOXl4BMklyHzp
傑作,けっさく,傑作,LxwNCplmVQ8YSlxiJY8g
照らす,てらす,照亮,M10d3mNukjZUGTsU7aZm
系統,けいとう,系統,M5nzhHbflNgKPXbZIeIU
初歩,しょほ,初步,M7Xu6Q4UySaiTsd4OusT
高等学校,こうとうがっこう,高等中學,M7lVdreikJz28M3x8bKb
レンズ,レンズ,鏡頭,MAYEIELWXzjLj901TvZj
追加,ついか,追加，補充，附錄,MB8Xvzsl5YgUt4gQMVw8
パターン,パターン,模式,MCJR60gsIrex6YsLWR9J
時速,じそく,時速,ME06J1l9XTBYltFOuOq6
貸間,かしま,招租房間,MEROKWK0p8jLlPXny050
出勤,しゅっきん,上班,MEvkPpOR7SkXGsnUrzx1
ブローチ,ブローチ,胸針,MFO50zeWZBSoyWCFXopC
詰まる,つまる,被堵塞，被填滿,MFr1o1ttIQM5gtMegsK3
広げる,ひろげる,展開，擴大，延伸,MHHKOyXm0P41Sll1qI7O
下町,したまち,下町，舊城區,MJNrefVhwBCXif1RSrJI
海洋,かいよう,海洋,MKvwr3xQwLHizawscmue
作製,さくせい,製作,MLrVI0VXf05D9MxSRFwR
小父さん,おじさん,先生，叔叔,MRccgfYgXuYfz9SX0eTJ
滝,たき,瀑布,MUoULcdZrOkbpa4iEPCr
リットル,リットル,公升,MWNRObAQzT7rvRaLM24f
続々,ぞくぞく,陸續,MaEDxdcewabAeJNyDXEA
東洋,とうよう,東洋,Mc9BJO3piRg9eqa7wHQI
問い合わせ,といあわせ,詢問,MdDHoDbjwsZqtE5IQTsw
個体,こたい,個體,MfYfwut1d7SUlZkxrwmW
名字,みょうじ,姓氏,MkPkHjgj55kLRC0AzNmO
政党,せいとう,政黨,MnV1H5BZ3XMmNUvmEZn6
斬る,きる,斬首，謀殺,MsQ8ej5KsBO45dDR9RvZ
日帰り,ひがえり,當日往返旅行,Mv5QDQyK0bYcB7PBdHnQ
高等,こうとう,高等,Mv5vgY9TumLZhrKtTqFW
目指す,めざす,瞄準,MvoBzZwM15e6WHyW4nNv
連合,れんごう,聯合,MxM731S5NEnKyyYYBnCn
扇ぐ,あおぐ,"扇動, 拍動",MyHbTDDVWcFiJmYqNrfh
真っ白,まっしろ,純白,Mylgqv7CrmDw1KTDyTXI
蒸し暑い,むしあつい,悶熱的,MzQFzrl6thHZ0283HyEb
じゅうたん (カーペット),じゅうたん (カーペット),地毯,MzcR8k87pGSTGiYovGJ3
浮ぶ,うかぶ,浮出水面，浮現於腦海,N5rSxtxJf2zuro3XGwzA
初級,しょきゅう,初級,N7fh4januujC4ou0de4P
登場,とうじょう,登場,N7mAgV0Sx8YeRguKYJdZ
海水浴,かいすいよく,海水浴,NALL7aDQGcU3wlibR7FO
満員,まんいん,客滿，沒有空位，售罄,NAlaCv5fqSGHP8qft7Ie
受取,うけとり,收取,NB6zx2rDzakCT431hTy5
乾燥,かんそう,乾燥,NBmumUt7moJXyW6KJ406
くれぐれも,くれぐれも,再三地，誠懇地,ND4FPNJR6SjmS5cMrBjV
ぎっしり,ぎっしり,塞滿的,NHQ4TfPQQxuZNnt77nqC
短編,たんぺん,短篇小說,NINAyE5uNNrFcEF1449w
まざる,まざる,混合，混入，交往,NK0Aq1WHMD9XbKoujS2Y
おかけください,おかけください,請坐。,NLQAj9jEa3oTUKY9pfSC
中途,ちゅうと,中途,NRzBz4CBBzevoPxmSgtT
回答,かいとう,回答,NTcJ7G1ZmKZjt5ZU1ci2
漁師,りょうし,漁師,NU7Nr5PNej4EP96Iq9LF
評論,ひょうろん,評論,NULj5oj7xXykpryHLjI2
揉む,もむ,揉,NVBlEhyYKBQ7UOi63eEe
通勤,つうきん,通勤,NXwx2TgPml9LhJsDWBhT
くるむ,くるむ,包裹,NYrtdSjQoPhK1zuAIBDd
述語,じゅつご,述語,NeuaXWfqEK3YUiXq2UJp
日時,にちじ,日期與時間,NgHtYcL3EuKE4pzPHj1T
仲良し,なかよし,好朋友,NhnaJG84D2xN87LaLARV
信ずる,しんずる,信仰,NkIeh970uHN8xHg7XdIC
名所,めいしょ,名所,NkXnLN2ZBjA4M5qum590
無数,むすう,無數,NlpTv1rZZ2XG2coW1ViA
めまい,めまい,暈眩,Nm5zK0Eok1fIRAEj7ZmA
見掛け,みかけ,外表,NmkVkZRF02ayAU0zldYK
モーター,モーター,馬達,NnHq9EsGADlsvkyATX7c
有難い,ありがたい,感激的，謝謝的，受之感恩的,NorUSlB4LrZXbXiv5kOA
保健,ほけん,保健,NqCTUUd7prwdKvRGH5tq
恩恵,おんけい,恩惠,NtOlf22DbQ3R6M0RDl7o
水面,すいめん,水面,NwEys2n12l3Mt5SDrooq
祭日,さいじつ,祭日,O4FPFBUoFkSzTV9i6jKn
敷地,しきち,敷地,O6mtMICbogijMFkS0J63
防犯,ぼうはん,防犯,O99i7B6OdZIIcgZueUy5
下駄,げた,木屐,OBFfeqUiEMWbZVbTFP1c
役目,やくめ,職責、任務,ODK0uEsRSaCqVISvC47Z
銅,どう,銅,ODzt8lf6hMvh3J41yesq
マフラー,マフラー,圍巾,OEHF2vMijeRcmu2LUYfY
電柱,でんちゅう,電柱,OEpuMo8Sn5lO9b1vrdVp
くたびれる,くたびれる,疲倦，磨損,OI9h7IXbzHWHVIfNEv24
だいいち (とりわけ),だいいち (とりわけ),第一 (特別),OJz9fWlsUZKyuZvriwjX
ナンバー,ナンバー,號碼,OKGpfvONfUdsD4gGOmR4
整数,せいすう,整數,OL075CXkRu7KSAPY7eiO
給与,きゅうよ,薪資,ONCwB1kOIdtLNj8ZZo2L
枕,まくら,枕頭,ONJV5ArLHLGsRbi9RzUP
醜い,みにくい,醜陋,ONbbXX9GXL2ItMkNEv9c
四捨五入,ししゃごにゅう,四捨五入,OPAmpwZ0fqYb3QuyHFmG
だらしない,だらしない,邋遢，散漫，放蕩的,OPQ3pL1v9yjuvIL4DmPq
昼寝,ひるね,午睡（在家），午休時刻,OQtXK8stlwpYAbxba45w
おまちどおさま,おまちどおさま,抱歉讓您久等了。,OROBqShTxzkT0541msWF
形容動詞,けいようどうし,形容動詞,OTuj50pRxMhqXFD9JZHL
家屋,かおく,房屋,OU8nXIJAuQevrw2K4P4J
ダイヤル,ダイヤル,撥號盤,OUW0myLabvbNkTayfWen
点数,てんすう,分數,OUgWz2ULgNvQczDKrVgl
中指,なかゆび,中指,OWtb8qHqKjL16ravWBuG
目覚し,めざまし,鬧鐘,OY2aJ09bQVL6jMubOgFb
学術,がくじゅつ,學術,ObgKQkV9rhRWwVAhH8Gr
お元気で,おげんきで,保重,OgWA8g7bc80WF97ko4yF
くどい,くどい,囉唆，糾纏，濃膩,OoYiiOv53ritdQEm2JsY
真似る,まねる,模仿,OpwvedgDEWy4WLxDsCiy
素質,そしつ,素質,Oq7uZybJp0i5AhvEXDC9
広々,ひろびろ,寬敞,Ot3IdvcOxW53IWuMdana
話合い,はなしあい,討論，談話,OtAjSV8NVqsCpPUUQJwd
育児,いくじ,育兒、護理,OwctkvhI0M8kuWjj06sb
～みたい,～みたい,看起來像,P0Y5AwStn0O4z5uhf5zX
高級,こうきゅう,高級,P3V9kUqY9QHcBH2Qyl14
女～,じょ～,女性風格,P5Ue6tLmFy4QCPDZv51d
要領,ようりょう,要領,P6Xx1rdHTj1Ez6nSSdGX
弱点,じゃくてん,弱點,P89zOYLGZEXN3Ou26Sv2
通訳,つうやく,口譯,P8cnrl7q1t6ytKg77C0r
オイル,オイル,油,PBxJyH2X64FSpx4FfftQ
都心,としん,市中心,PCyVMslfL80fBccnNwuE
厳重,げんじゅう,嚴重,PDDfbMpMtueNRGet0yoI
